125,'PACKAGES STOCK OUT',2021-07-27 00:00,'1','Waqas',2021-08-14 11:49:21.771000,'01'
126,'PACKAGES STOCK OUT',2021-07-28 00:00,'1','Waqas',2021-08-14 12:20:59.265000,'01'
127,'PACKAGES STOCK OUT',2021-07-29 00:00,'1','Waqas',2021-08-14 12:30:43.174000,'01'
128,'PACKAGES STOCK OUT',2021-07-31 00:00,'1','Waqas',2021-08-14 12:47:08.909000,'01'
129,'PACKAGES STOCK OUT',2021-08-01 00:00,'1','Waqas',2021-08-15 10:25:01.776000,'01'
130,'PACKAGES STOCK OUT\x0d\x0a',2021-08-02 00:00,'1','Waqas',2021-08-15 10:54:33.113000,'01'
131,'PACKAGES STOCK OUT',2021-08-03 00:00,'1','Waqas',2021-08-15 11:13:52.039000,'01'
132,'PACKAGES STOCK OUT',2021-08-04 00:00,'1','Waqas',2021-08-15 11:28:24.758000,'01'
133,'PACKAGES STOCK OUT',2021-08-05 00:00,'1','Waqas',2021-08-15 11:36:35.706000,'01'
134,'PACKAGES STOCK OUT',2021-08-06 00:00,'1','Waqas',2021-08-15 11:54:14.589000,'01'
135,'PACKAGES STOCK OUT\x0d\x0a',2021-08-07 00:00,'1','Waqas',2021-08-15 12:16:24.960000,'01'
136,'PACKAGES STOCK OUT',2021-08-08 00:00,'1','Waqas',2021-08-15 12:33:14.406000,'01'
137,'PACKAGES STOCK OUT',2021-08-09 00:00,'1','Waqas',2021-08-15 14:20:23.895000,'01'
138,'PACKAGES STOCK OUT',2021-08-10 00:00,'1','Waqas',2021-08-15 15:05:02.279000,'01'
139,'PACKAGES STOCK OUT',2021-08-11 00:00,'1','Waqas',2021-08-15 16:32:57.705000,'01'
140,'PACKAGES STOCK OUT',2021-08-12 00:00,'1','Waqas',2021-08-15 17:06:12.200000,'01'
141,'PACKAGES STOCK OUT\x0d\x0a',2021-08-14 00:00,'1','Waqas',2021-08-28 15:56:14.884000,'01'
142,'PACKAGES STOCK OUT',2021-08-15 00:00,'1','Waqas',2021-08-28 16:36:29.097000,'01'
143,'PACKAGES STOCK OUT',2021-08-16 00:00,'1','Waqas',2021-09-01 14:47:56.503000,'01'
144,'PACKAGES STOCK OUT',2021-08-17 00:00,'1','Waqas',2021-09-01 15:22:50.136000,'01'
145,'PACKAGES STOCK OUT',2021-08-18 00:00,'1','Waqas',2021-09-04 12:33:05.401000,'01'
146,'PACKAGES STOCK OUT',2021-08-21 00:00,'1','Waqas',2021-09-08 11:14:30.601000,'01'
147,'PACKAGES STOCK OUT',2021-08-22 00:00,'1','Waqas',2021-09-08 11:41:17.230000,'01'
148,'PACKAGES STOCK OUT',2021-08-23 00:00,'1','Waqas',2021-09-08 12:28:40.261000,'01'
149,'PACKAGES STOCK OUT',2021-08-24 00:00,'1','Waqas',2021-09-08 14:16:25.427000,'01'
150,'PACKAGES STOCK OUT',2021-08-25 00:00,'1','Waqas',2021-09-08 15:19:01.935000,'01'
151,'PACKAGES STOCK OUT',2021-08-26 00:00,'1','Waqas',2021-09-08 16:10:31.228000,'01'
152,'PACKAGES STOCK OUT',2021-08-28 00:00,'1','Waqas',2021-09-08 17:25:28.584000,'01'
153,'PACKAGES STOCK OUT',2021-08-29 00:00,'1','Waqas',2021-09-09 10:36:30.723000,'01'
154,'PACKAGES STOCK OUT',2021-08-30 00:00,'1','Waqas',2021-09-09 11:06:19.518000,'01'
155,'PACKAGES STOCK OUT',2021-08-31 00:00,'1','Waqas',2021-09-09 11:21:54.350000,'01'
156,'PACKAGES STOCK OUT',2021-09-01 00:00,'1','Waqas',2021-09-11 14:42:59.781000,'01'
157,'PACKAGES STOCK OUT',2021-09-02 00:00,'1','Waqas',2021-09-11 15:02:23.575000,'01'
158,'PACKAGES STOCK OUT',2021-09-04 00:00,'1','Waqas',2021-09-11 15:31:12.896000,'01'
159,'PACKAGES STOCK OUT',2021-09-05 00:00,'1','Waqas',2021-09-11 16:04:53.734000,'01'
160,'PACKAGES STOCK OUT',2021-09-06 00:00,'1','Waqas',2021-09-11 17:36:55.895000,'01'
161,'PACKAGES STOCK OUT',2021-09-07 00:00,'1','Waqas',2021-09-11 17:50:13.302000,'01'
162,'PACKAGES STOCK OUT',2021-09-08 00:00,'1','Waqas',2021-09-12 15:04:03.069000,'01'
163,'PACKAGES STOCK OUT',2021-09-09 00:00,'1','Waqas',2021-09-12 15:18:53.176000,'01'
164,'PACKAGES STOCK OUT',2021-09-11 00:00,'1','Waqas',2021-09-12 15:51:09.727000,'01'
165,'PACKAGES STOCK OUT',2021-09-12 00:00,'1','Waqas',2021-09-14 11:42:58.233000,'01'
166,'PACKAGES STOCK OUT',2021-09-13 00:00,'1','Waqas',2021-09-18 17:35:32.169000,'01'
167,'PACKAGES STOCK OUT',2021-09-14 00:00,'1','Waqas',2021-09-19 16:57:27.635000,'01'
168,'PACKAGES STOCK OUT',2021-09-15 00:00,'1','Waqas',2021-09-19 17:17:22.155000,'01'
169,'PACKAGES STOCK OUT',2021-09-16 00:00,'1','Waqas',2021-09-23 11:40:10.091000,'01'
170,'PACKAGES STOCK OUT',2021-09-18 00:00,'1','Waqas',2021-09-23 12:04:53.290000,'01'
171,'PACKAGES STOCK OUT',2021-09-19 00:00,'1','Waqas',2021-09-26 11:36:15.056000,'01'
172,'STOCK TRANSFER FROM 425 TO 400 GMS & 700 TO 800',2021-09-26 00:00,'1','HAMMAD',2021-09-26 12:30:53.887000,'03'
173,'PACKAGES STOCK OUT',2021-09-20 00:00,'1','Waqas',2021-09-26 12:37:08.464000,'01'
174,'PACKAGES STOCK OUT',2021-09-21 00:00,'1','Waqas',2021-09-26 12:48:42.972000,'01'
175,'TRF TO 800/12 STOCK',2021-09-26 00:00,'0','HAMMAD',2021-09-26 13:17:27.474000,'06'
176,'PACKAGES STOCK OUT',2021-09-22 00:00,'1','Waqas',2021-09-27 10:50:05.906000,'01'
177,'PACKAGES STOCK OUT',2021-09-23 00:00,'1','Waqas',2021-09-27 12:00:41.206000,'01'
178,'PACKAGES STOCK OUT',2021-09-25 00:00,'1','Waqas',2021-09-29 09:58:54.991000,'01'
179,'PACKAGES STOCK OUT',2021-09-26 00:00,'1','Waqas',2021-10-05 09:52:20.026000,'01'
180,'PACKAGES STOCK OUT\x0d\x0a',2021-09-27 00:00,'1','Waqas',2021-10-05 11:41:10.382000,'01'
181,'JAGMAG 65/120 MANGOWAL RETURN OPENNED',2021-08-26 00:00,'1','HAMMAD',2021-10-10 19:25:46.626000,'03'
182,'JAGMAG 400/24 RETURN SHAKARGARH OPENNED',2021-05-22 00:00,'1','HAMMAD',2021-10-10 19:32:44.239000,'03'
183,'PACKAGES STOCK OUT',2021-10-11 00:00,'1','Waqas',2021-10-11 15:23:40.328000,'01'
184,'PACKAGES STOCK OUT',2021-09-29 00:00,'1','Waqas',2021-10-12 11:04:08.777000,'01'
185,'PACKAGES STOCK OUT',2021-09-30 00:00,'1','Waqas',2021-10-12 11:43:54.505000,'01'
186,'PACKAGES STOCK OUT',2021-10-02 00:00,'1','Waqas',2021-10-23 10:31:39.172000,'01'
187,'PACKAGES STOCK OUT',2021-10-03 00:00,'1','Waqas',2021-10-23 11:52:00.209000,'01'
188,'PACKAGES STOCK OUT',2021-10-04 00:00,'1','Waqas',2021-10-23 12:26:01.613000,'01'
189,'PACKAGES STOCK OUT',2021-10-05 00:00,'1','Waqas',2021-10-23 12:44:26.418000,'01'
190,'PACKAGES STOCK OUT',2021-10-06 00:00,'1','Waqas',2021-10-28 11:31:45.229000,'01'
191,'PACKAGES STOCK OUT',2021-10-07 00:00,'1','Waqas',2021-10-28 11:52:49.112000,'01'
192,'PACKAGES STOCK OUT',2021-10-09 00:00,'1','Waqas',2021-10-28 12:12:15.712000,'01'
193,'PACKAGES STOCK OUT',2021-10-10 00:00,'1','Waqas',2021-10-28 12:35:14.911000,'01'
194,'PACKAGES STOCK OUT',2021-10-11 00:00,'1','Waqas',2021-11-01 11:19:32.327000,'01'
195,'PACKAGES STOCK OUT',2021-10-12 00:00,'1','Waqas',2021-11-01 11:26:26.414000,'01'
196,'PACKAGES STOCK OUT',2021-10-13 00:00,'1','Waqas',2021-11-01 15:37:05.496000,'01'
197,'PACKAGES STOCK OUT',2021-10-14 00:00,'1','Waqas',2021-11-01 15:42:09.354000,'01'
198,'PACKAGES STOCK OUT',2021-10-16 00:00,'1','Waqas',2021-11-13 12:15:45.100000,'01'
199,'PACKAGES STOCK OUT',2021-10-17 00:00,'1','Waqas',2021-11-13 12:21:24.556000,'01'
200,'PACKAGES STOCK OUT',2021-10-18 00:00,'1','Waqas',2021-11-13 12:43:13.134000,'01'
201,'PACKAGES STOCK OUT',2021-10-20 00:00,'1','Waqas',2021-11-13 12:52:17.606000,'01'
202,'PACKAGES STOCK OUT',2021-10-21 00:00,'1','Waqas',2021-11-13 15:43:48.485000,'01'
203,'PACKAGES STOCK OUT',2021-10-23 00:00,'1','Waqas',2021-11-18 10:49:38.547000,'01'
204,'PACKAGES STOCK OUT',2021-10-24 00:00,'1','Waqas',2021-11-20 11:57:58.869000,'01'
205,'PACKAGES STOCK OUT',2021-10-25 00:00,'1','Waqas',2021-11-20 12:04:44.546000,'01'
206,'PACKAGES STOCK OUT',2021-10-26 00:00,'1','Waqas',2021-11-20 12:18:38.832000,'01'
207,'PACKAGES STOCK OUT',2021-10-27 00:00,'1','Waqas',2021-11-20 14:27:56.120000,'01'
208,'PACKAGES STOCK OUT',2021-10-28 00:00,'1','Waqas',2021-11-20 14:35:21.397000,'01'
209,'PACKAGES STOCK OUT',2021-10-30 00:00,'1','Waqas',2021-11-20 14:46:46.899000,'01'
210,'PACKAGES STOCK OUT',2021-10-31 00:00,'1','Waqas',2021-11-20 14:59:05.077000,'01'
211,'PACKAGES STOCK OUT',2021-11-01 00:00,'1','Waqas',2021-11-21 12:17:36.314000,'01'
212,'PACKAGES STOCK OUT',2021-11-02 00:00,'1','Waqas',2021-11-21 12:24:24.036000,'01'
213,'PACKAGES STOCK OUT',2021-11-03 00:00,'1','Waqas',2021-11-21 12:32:36.997000,'01'
214,'PACKAGES STOCK OUT',2021-11-04 00:00,'1','Waqas',2021-11-21 12:39:15.328000,'01'
215,'PACKAGES STOCK OUT',2021-11-06 00:00,'1','Waqas',2021-11-21 12:44:29.653000,'01'
216,'PACKAGES STOCK OUT',2021-11-07 00:00,'1','Waqas',2021-11-21 12:51:35.549000,'01'
217,'PACKAGEA STOCK OUT',2021-11-08 00:00,'1','Waqas',2021-11-21 14:50:24.317000,'01'
218,'PACKAGES STOCK OUT',2021-11-09 00:00,'1','Waqas',2021-11-21 14:58:40.242000,'01'
219,'PACKAGES STOCK OUT',2021-11-10 00:00,'1','Waqas',2021-11-21 15:44:04.499000,'01'
220,'PACKAGE STOCK OUT',2021-11-11 00:00,'1','Waqas',2021-11-21 15:53:02.247000,'01'
221,'PACKAGES STOCK OUT',2021-11-13 00:00,'1','Waqas',2021-11-21 16:39:42.244000,'01'
222,'PACKAGES STOCK OUT',2021-11-14 00:00,'1','Waqas',2021-11-21 16:48:30.212000,'01'
223,'PACKAGES STOCK OUT',2021-11-15 00:00,'1','Waqas',2021-11-21 17:38:47.582000,'01'
224,'PACKAGES STOCK OUT',2021-11-16 00:00,'1','Waqas',2021-11-22 10:19:30.141000,'01'
225,'PACKAGES STOCK OUT',2021-11-17 00:00,'1','Waqas',2021-11-22 10:29:47.897000,'01'
226,'PACKAGES STOCK OUT',2021-11-18 00:00,'1','Waqas',2021-11-27 12:26:57.941000,'01'
227,'PACKAGES STOCK OUT',2021-11-20 00:00,'1','Waqas',2021-11-27 12:34:52.712000,'01'
228,'PACKAGES STOCK OUT',2021-11-21 00:00,'1','Waqas',2021-11-27 12:51:38.774000,'01'
229,'PACKAGES STOCK OUT',2021-11-22 00:00,'1','Waqas',2021-11-27 15:29:04.874000,'01'
230,'PACKAGES STOCK OUT',2021-11-23 00:00,'1','Waqas',2021-11-27 15:43:27.899000,'01'
231,'PACKAGES STOCK OUT',2021-11-24 00:00,'1','Waqas',2021-11-30 15:59:17.877000,'01'
232,'PACKAGES STOCK OUT',2021-11-25 00:00,'1','Waqas',2021-11-30 16:21:59.411000,'01'
233,'PACKAGES STOCK OUT',2021-11-27 00:00,'1','Waqas',2021-11-30 17:42:21.977000,'01'
234,'PACKAGES STOCK OUT',2021-11-28 00:00,'1','Waqas',2021-12-01 09:51:05.840000,'01'
235,'PACKAGES STOCK OUT',2021-11-29 00:00,'1','Waqas',2021-12-01 10:22:21.180000,'01'
236,'PACKAGES STOCK OUT',2021-11-30 00:00,'1','Waqas',2021-12-01 16:35:10.006000,'01'
237,'PACKAGES STOCK OUT',2021-12-01 00:00,'1','Waqas',2021-12-05 12:25:26.702000,'01'
238,'PACKAGES STOCK OUT',2021-12-08 00:00,'1','Waqas',2021-12-21 15:56:00.464000,'01'
239,'PACKAGES STOCK OUT',2021-12-09 00:00,'1','Waqas',2021-12-21 16:17:33.572000,'01'
240,'PACKAGES STOCK OUT',2021-12-02 00:00,'1','Waqas',2021-12-22 10:38:27.941000,'01'
241,'PACKAGES STOCK OUT',2021-12-04 00:00,'1','Waqas',2021-12-22 10:45:28.502000,'01'
