1,1,'DT1001','LASHKARA WASHING POWDER 55/48','CRTN',250,350,87500,0,0,87500,,
1,2,'DT1002','LASHKARA WASHING POWDER 350/24','CRTN',200,925,185000,3,5550,179450,,
1,3,'DW2001','RING DISHWASH GOLA 130/36','CRTN',100,200,20000,0,0,20000,,
2,1,'DW2001','RING DISHWASH GOLA 130/36','CRTN',1100,200,220000,0,0,220000,,
2,2,'DW2002','RING DISHWASH 130/72','CRTN',50,410,20500,0,0,20500,,
2,3,'DW1001','TRAIN DISHWASH 130/72','CRTN',25,520,13000,0,0,13000,,
2,4,'DT2001','TRAIN WASHING POWDER 350/24','CRTN',20,925,18500,3,555,17945,,
2,5,'DT2002','TRAIN WASH POWDER 5KG  BAG','PCS',50,390,19500,0,0,19500,,
3,1,'DT1003','LASHKARA DETERGENT 4KG /10','CRTN',10,3200,32000,0,0,32000,,
4,1,'DT5001','LASHKARA DETERGENT NO.19 350/24','CRTN',350,970,339500,0,0,339500,,
4,2,'DT5002','LASHKARA DETERGENT NO. 19 800/10','CRTN',150,930,139500,0,0,139500,,
4,3,'DT6001','TRAIN DETERGENT NO. 19 350/24','CRTN',50,940,47000,0,0,47000,,
4,4,'DT5003','LASHKARA DETERGENT NO.19 55/48','CRTN',200,370,74000,0,0,74000,,
4,5,'DT6002','TRAIN DETERGENT NO.19 55/48','CRTN',60,370,22200,0,0,22200,,
4,6,'DW1002','TRAIN DISWASH 260/36','CRTN',200,520,104000,0,0,104000,,
7,1,'DT1002','LASHKARA DETERGENT 350/24','CRTN',200,0,0,0,0,0,,
7,2,'DT1005','LASHKARA DETERGENT 55/72','CRTN',100,0,0,0,0,0,,
8,1,'DW1002','TRAIN DISHWASH 260/36','CRTN',150,0,0,0,0,0,,
8,2,'DW1001','TRAIN DISHWASH 130/72','CRTN',50,0,0,0,0,0,,
8,3,'DT2002','TRAIN DETERGENT 5KG  BAG','PCS',60,0,0,0,0,0,,
8,4,'DT1004','LASHKARA DETERGENT 800/10','CRTN',25,0,0,0,0,0,,
9,1,'DW1002','TRAIN DISHWASH 260/36','CRTN',200,0,0,0,0,0,,
9,2,'DW1001','TRAIN DISHWASH 130/72','CRTN',200,0,0,0,0,0,,
9,3,'DT1002','LASHKARA DETERGENT 350/24','CRTN',20,0,0,0,0,0,,
