id,code,name,product_type,warehouse_qty
2905,PKS068,TRAIN DETERGENT 30 PACK C1 P5 LN,packaging,0.0
2906,PKS069,TRAIN DETERGENT 15 PACK C1 P5 LN,packaging,0.0
2907,PKS070,TRAIN 24 PACK KHAKI C1 P5 LN,packaging,0.0
2908,PKS071,JAGMAG 120 PACK C1 P5 LN,packaging,0.0
2909,PKS072,TRAIN 120 PACK KHAKI C1 P5 LN,packaging,0.0
2910,PKS073,GB VERMICELLI C1 P3 LN BOX BORAD,packaging,0.0
2911,PKS074,SAGA DETERGENT 12 PCS  C1 P5 LN,packaging,0.0
2912,PKS075,SAGA DISH 150/36 BOX C4 P3 LN,packaging,0.0
2913,PKS076,SAGA DETERGENT C4 P3 LN 72PCS,packaging,0.0
2914,PKS077,SAGA DISHWASH 120/72 CTN C4 P3 LN,packaging,0.0
2915,PKS078,SAGA DETERGENT 24 PACK KHAKI C1 P5 LN,packaging,0.0
2916,PKS079,SAGA DISH 75/36 C4 P3 LN,packaging,0.0
2917,PKS080,TRAIN DISHWASH JUMBO 300/24 C4 P3 LN,packaging,0.0
2918,PKS081,SAGA DISHWASH LIQ ORANGE CTN C4 P3 LN,packaging,0.0
2919,PKS082,JAGMAG DETERGENT 1000/12 KHAKI C1 P5 LN,packaging,0.0
2920,PKS083,PHOOL COOKING OIL 5LTR C4 P3 LN,packaging,0.0
2921,PKS084,KHAYYAM COOKING OIL 12LTRS C4 P3 LN,packaging,0.0
2922,PKS085,A.K COOKING OIL 900ML C4 P3,packaging,0.0
2923,PKS086,ISLAMABAD COOKING OIL 900ML C4 P3,packaging,0.0
2924,PKS087,AWAMI COOKING OIL C4 P3,packaging,0.0
2925,PKS088,ROSHAN COOKING OIL 900ML 12PACK,packaging,0.0
2926,PKS089,ZEENAT COOKING OIL,packaging,0.0
2927,PKS090,MAGIC CLEANER C4 P3 LN,packaging,0.0
2928,PKS091,BACHAT NIEL CTNS C2 P3 LN 200ML/24,packaging,0.0
2929,PKS092,TRAIN DETERGENT 55/48 CTN C4 P3 LN,packaging,0.0
2930,PKS093,RING MINI LONG BAR DISHWASH 48 pcs C2 P3 LN,packaging,0.0
2931,PKS094,BOXER HAND WASH C2 P5 LN KHAKI,packaging,0.0
2932,PKS095,BOXER DISHWASH 48 pcs C2 P3 LN KHAKI,packaging,0.0
2933,PKS096,BOXER DETERGENT 12 PCS KHAKI C2 P5 LN,packaging,0.0
2934,PKS097,JAGMAG DETERGENT 24 pcs KHAKI C1 P5 LN,packaging,0.0
2935,PKS098,FOJI COOKING OIL 5 LTR P3 C4 LY,packaging,0.0
2936,PKS099,PHOOL COOKING OIL 5 LTR P3 C4 LY,packaging,0.0
2937,PKS100,CARTOON LIQUID SIMPLE,packaging,0.0
2938,PKS101,BAHAR OIL CARTOON 12 BOTTLE,packaging,0.0
2939,PKS102,KHAKI SADA CTN P5,packaging,0.0
2940,PKS103,CARTON BACHAT DETERGENT 1KG/12,packaging,0.0
2942,PKS256,CARTOON PUNJAB LIQUID DISHWASH 500ML/12 (LEMON),packaging,0.0
2943,PKS257,CARTOON PUNJAB LIQUID DISHWASH 500ML/12 (ORANGE),packaging,0.0
2944,PKS258,LASHKARA 70/84 CRTN,packaging,0.0
2945,PKS259,TRAIN DETERGENT 24 PACK C1 P5 LN,packaging,0.0
2946,PKS260,PLAIN CTN P3,packaging,0.0
2947,PKS262,PLAIN CTN P3,packaging,0.0
2948,PKS263,PLAIN CTN P5,packaging,0.0
2949,PKS264,RAHIL LIQUID LEMON 1 LTR / 12 C4 P3 LN,packaging,0.0
2950,PKS265,BAHAR OIL CARTOON 6 BOTTLE,packaging,0.0
2951,PKS266,RAHIM GHEE 900/16 CTN C4 P5 LN,packaging,0.0
2952,PKS267,Fuel Tank CTN P5 Khaki,packaging,0.0
2953,PKS268,RAHIM GHEE 450/32 CTN C4 P5 LN,packaging,0.0
2954,PKS269,RAHIM GHEE 400/32 CTN C4 P5 LN,packaging,0.0
2955,PKS270,RAHIM GHEE 200/64 CTN C4 P5 LN,packaging,0.0
2956,PKS271,RAHIM GHEE 800/16 CTN C4 P5 LN,packaging,0.0
2958,PKS273,RAHIM GHEE 225*64,packaging,0.0
2959,PKS274,RAHIM GHEE 250*64,packaging,0.0
2960,PKS275,AITMAD GHEE 450/32,packaging,0.0
2961,PKS276,AITMAD GHEE 900/16,packaging,0.0
2962,PKS277,AITMAD GHEE 250 GRM,packaging,0.0
2963,PKS278,RAHIM GHEE 450 GRM*20,packaging,0.0
2964,PKS279,RAHIM GHEE 900 GRM*20,packaging,0.0
2965,PKS280,RAHIM GHEE 225 GRM*20,packaging,0.0
2966,PKS281,RAHIM GHEE 1KG*20,packaging,0.0
2967,PKS282,RAHIM GEE 500*32,packaging,0.0
2968,PKS283,AITMAD GHEE 225*64,packaging,0.0
2969,PKS284,RAHIM GHEE 500 GRM*20,packaging,0.0
2970,PKS286,BOXER LIQUID DISHKHAKI,packaging,0.0
2971,PKS287,BRILLO DISH WASH 72,packaging,0.0
2972,PKS291,BRILLO TOILET CLEANER 500ML P3,packaging,0.0
2973,PKS292,BRILLO TOILET CLEANER 250ML P3,packaging,0.0
2974,PKS293,MOMIN DETERGENT 5KG P5 CTN,packaging,0.0
2975,PKS294,MOMIN DETERGENT 3KG P5 CTN,packaging,0.0
2976,PKS295,MOMIN DETERGENT 1KG P5 CTN,packaging,0.0
2977,PKS296,ZORO TOILET CLEANER 500 ML,packaging,0.0
2978,PKS297,GLUE CTN C1 P5,packaging,0.0
2979,PKS298,SADA GLUE CTN KHAKI P5 (NEW SIZE),packaging,0.0
2980,PKS299,RING DISHWASH 70/36 EMPTY CTN,packaging,0.0
2982,PKS301,BACHAT TOILET CLEANER 250/24 CTN,packaging,0.0
2983,PKS302,BACHAT TOILET CLEANER 500/12 CTN,packaging,0.0
2984,PKS303,BOXER TOILET CLEANER 500/12 CTN,packaging,0.0
2985,PKS304,AITAMAD TOILET CLEANER 12 PCS,packaging,0.0
2986,PKS305,BRILLO DISH WASH 100/48 CARTON,packaging,0.0
2987,PKS306,BAHAR DISH WASH LIQUID LEMON,packaging,0.0
2988,PKS307,BAHAR DISH WASH LIQUID ORANGE,packaging,0.0
2989,PKS308,MEHAK VERMICELLI,packaging,0.0
2991,PKS310,ARHAWAN  LIQUID CTN 900/12,packaging,0.0
2992,PKS311,LASHKARA 1KG NEW,packaging,0.0
2993,PKS312,ARGHAWAN TOILET CLEANER C4 P3,packaging,0.0
2994,PKS313,TRAIN DISHWASH 180/24PCS,packaging,0.0
2995,PKS314,BOXER DISHWASH 24PCS,packaging,0.0
2996,PKS317,TRIAN DETERGENT 24 PAC C1 P3,packaging,0.0
2997,PKS318,RAHIL TOILET CLEANER C4 P3,packaging,0.0
2998,PKS320,BAHAR OIL CARTON 48 BOTTLE,packaging,0.0
2999,PKS321,BAHAR DISHWASH 48 TIKKI P3,packaging,0.0
3000,PKS322,HAPPY LUNDRY BAR 48 TIKKI P3,packaging,0.0
3001,PKS323,SKY WASH 1KG/12,packaging,0.0
3002,PKS324,SKY WASH 500/24,packaging,0.0
3003,PKS325,SKY WASH 240/30,packaging,0.0
3004,PKS326,SKY WASH 120/60,packaging,0.0
3005,PKS327,CTN BAHAR TOILET CLANER 500ML P3,packaging,0.0
3006,PKS328,CTN SKY WASH SHASAY P5,packaging,0.0
3007,PKS329,HAPPY DETERGENT 1KG,packaging,0.0
3009,PKS331,HAPPY DETERGENT 500GRAM,packaging,0.0
3010,PKS332,HAPPY DETERGENT RS.50,packaging,0.0
3011,PKS333,LASHKARA DETERGENT 180/48 P5,packaging,0.0
3012,PKS334,SAGA DISHWASH  24PCS,packaging,0.0
3013,PKS335,TRAIN DISHWASH GOLA 24PCS 4CLR P3V,packaging,0.0
3021,PKT001,POUCH BOX KHAKI CN P5 LN,packaging,0.0
3022,PKT002,BOTTLE BOX KHAKI CN P3 LN,packaging,0.0
3023,PKT003,TIGER 9 GROUT PLAN P5 LN,packaging,0.0
3024,PKT004,SUPER 9 GROUT CTN C 2 P 5 (CBB),packaging,0.0
3025,PKT005,WR 9-500 CTN C4 P5 LY,packaging,0.0
3026,PKT006,WP 9-750 CTN C4 P5 LY,packaging,0.0
3031,PLG001,MARJINA SOAP 6KG,finished,0.0
3032,PLG002,MARJINA SOAP 7KG,finished,0.0
3033,PLG003,MARJINA SOAP 8KG,finished,0.0
3034,PLG004,LARAIB FRUITY SOAP LEMON 48PCS C4 P3,finished,0.0
3035,PLG005,LARAIB FRUITY SOAP ORANGE 48PCS C4 P3,finished,0.0
3036,PLG006,LARAIB FRUITY SOAP PEACH 48PCS C4 P3,finished,0.0
3038,PLG008,LARAIB FRUITY SOAP LEMON 72PCS C4 P3,finished,0.0
3039,PLG009,LARAIB FRUITY SOAP ORANGE 72PCS C4 P3,finished,0.0
3040,PLG010,LARAIB FRUITY SOAP PEACH 72PCS C4 P3,finished,0.0
3041,PLG011,VIGO LUXERY SOAP CTN 48  KHAKI C1 P3,finished,0.0
3042,PLG012,VIGO LUXERY SOAP 72 PCS KHAKI C1 P3,finished,0.0
3044,PLR001,"LEMINATION REEL 7""",finished,0.0
3045,PLR002,"LEMINATION REEL 10""",finished,0.0
3046,PLR003,"LEMINATION REEL 19""",finished,0.0
3047,PLR004,"LEMINATION REEL 22""",finished,0.0
3048,PLR005,"LEMINATION REEL 23""",finished,0.0
3049,PLR006,"LEMINATION REEL 24""",finished,0.0
3050,PLR007,"LEMINATION REEL 26.5""",finished,0.0
3051,PMA001,PURE SALT COTTON KHAKI 800 GRAM,finished,0.0
3052,PMA002,SALT COTTON FOODLEY IODIZE KHAKI 18 PC,finished,0.0
3053,PMA003,SUPER GOLD SALT,finished,0.0
3054,PMA004,SOZO SALT CARTON 400 GRAM P5 C2,finished,0.0
3055,PMA005,SULMAN SALT 800 GRAM,finished,0.0
3056,PMA006,PURE SALT CTN 400 GRAM,finished,0.0
3058,PMA008,PURE VINEGAR 12 BOTTAL C4 P5,finished,0.0
3059,PMA009,PURE VINEGAR 24 BOTTAL C4 P5,finished,0.0
3060,PMA010,PURE MASALA CTN 144 PCS C4 P3,finished,0.0
3064,PMA014,SOZO SALT KHAKI 800 GRAM,finished,0.0
3065,PMA015,PURE SALT CTN KHAKI 600GRAM,finished,0.0
3066,PMA016,SULMAN MIX ACHAR C4 P3,finished,0.0
3067,PMA017,PURE MIX PICKLE 2KG 6PCS P5 LN C1,finished,0.0
3068,PMA018,PURE MIX PICKLE 1KG 12PCS P5 C1,finished,0.0
3069,PMA019,TRAY ACHAR MIX SMALL C1 P3,finished,0.0
3070,PMA020,TRAY ACHAR MIX LARGE C1 P3,finished,0.0
3072,PMA022,FOODLY ACHAR MIX CTN 3 PLY C 4,finished,0.0
3074,PMA024,FOODLY MIX PICKLE 2KG 6PCS P5 LN C1,finished,0.0
3075,PMA025,FOODLY VERMICILLI 140/320GRAM C4 P5,finished,0.0
3076,PMA026,FOODLY VERMICILLI 100/140GRAM C4 P5,finished,0.0
3077,PMA027,FOODLY VINEGAR 1000MLX12 C4 P5,finished,0.0
3078,PMA028,FOODLY VINEGAR 500MLX24 C4 P5,finished,0.0
3080,PMC001,MONILITH GLUE SADA CTN P5,finished,0.0
3081,PMC002,SHINEX GLUE CTN C4 P5,finished,0.0
3082,PMC003,SADA GLUE CTN KHAKI P5,finished,0.0
3083,PMC004,SONEX GLUE CTN C4 P5 (12*11*7),finished,0.0
3084,PMC005,MUGHAL GERMAN GLUE CTN C3P5,finished,0.0
3085,PMC006,MUGHAL BINDER CTN C2 P5,finished,0.0
3096,PMF006,TAJ CEILING BODY C4 P5 LY,finished,0.0
3097,PMF007,TAJ CEILING BLADE C1 P3 LN,finished,0.0
3098,PMF008,MERCEDES BLADE LARGE C4 P3 LN,finished,0.0
3102,PMF012,MERCEDES PEDISTAL ROD 24'' GREEN P5 C4 LN,finished,0.0
3103,PMF013,MERCEDES PEDISTAL BASE 24'' GREEN P5 C4 LN,finished,0.0
3104,PMF014,MERCEDES PEDISTAL BASE 24'' BLUE  P5 C4 LN,finished,0.0
3105,PMF015,MERCEDES PEDISTAL ROD 24'' BLUE  P5 C4 LN,finished,0.0
3111,PMF021,MERCEDES BLADE SMALL UNIVERSEL SADA,finished,0.0
3112,PMF022,MERCEDEZ BLADE BOX SMALL 10IN1 KHAKI SADA P5 LN,finished,0.0
3113,PMF023,UNIQUE CEILLING BODY C4 P5 LY,finished,0.0
3114,PMF024,MERCEDEZ CEILING BODY AC/DC BLUE NEW,finished,0.0
3119,PMF085,DECENT RF AC/DC CEILLING BODY C4 P5 LY,finished,0.0
3120,PMF086,DECENT RF AC/DC CEILLING BLADE C4 P3,finished,0.0
3121,PMH001,MED HOUSE 1LT PLANE P5,finished,0.0
3125,PMH005,5LT CAN PRINTED,finished,0.0
3138,PMT002,MAGNET TILE GRAOUT BT CN P3 LN,finished,0.0
3139,PMT003,MAGNET TILE GRAOUT BOX C4 P5 LN,finished,0.0
3140,PMW001,MOOLI WASHING POWDER 1KG*10 PACKS,finished,0.0
3141,PNR001,NAVIA FACEWASH,finished,0.0
3142,PNR002,NAVIA FACEWASH  OXY WHITE,finished,0.0
3143,PNR003,NAVIA FACEWASH MEN,finished,0.0
3144,PNR004,NAVIA FACEWASH NEEM,finished,0.0
3145,PNR005,RAPER NAVIA 5KG,finished,0.0
3146,PNR006,RAPER NAVIA RS.50,finished,0.0
3147,PNT001,NISHAT TEA 85 GRAM,finished,0.0
3152,PNT006,NISHAT TEA 25 GRAM 180PCS KHAKI C1 P3,finished,0.0
3153,PNT007,NISHAT TEA 10 GRAM 200PCS KHAKI C1 P3,finished,0.0
3154,POL001,CARTON OLYMPIA NUM#1 80/48,finished,0.0
3155,POL002,CARTON OLYMPIA NUM#1 280/36,finished,0.0
3157,POS001,FAMILY SIZE PIZZA BOX C4 P3,finished,0.0
3159,POS003,MEDIUM SIZE PIZZA BOX C4 P3,finished,0.0
3160,PP0001,DETERGENT PACKING 20KG,finished,0.0
3161,PP0002,DETERGENT PACKING 10 KG,finished,0.0
3169,PP0010,EMPTY BAG BRILLO3 KG,finished,0.0
3170,PP0011,PLASTIC BAG BACHAT DETERGENT,finished,0.0
3173,PP0014,SAFA DETERGENT EMPTY BAG 20KG,finished,0.0
3177,PP0018,HOME CARE BRAND PP BAG EMPTY,finished,0.0
3178,PP0019,LASHKARA PP BAG 18*29,finished,0.0
3186,PP0027,BAHAR DETERGENT EMPTY BAG 5KG,finished,0.0
3187,PP0028,RAHIL EMPTY PP BAGS 20KG (WHITE),finished,0.0
3189,PP0030,LASHKARA PP BAG 19*31,finished,0.0
3190,PP0031,LASHKARA PP BAG 19*24,finished,0.0
3193,PP0034,BAHAR EMPTY PP BAG 19/24,finished,0.0
3194,PP0035,BAHAR EMPTY PP BAG 19/31,finished,0.0
3195,PP0036,SAGA EMPTY BAG  3KG,finished,0.0
3196,PP0037,TRAIN PP BAG 5KG,finished,0.0
3197,PP0038,STAR EMPTY PP BAGS 19*24,finished,0.0
3202,PP0043,Rahil Empty Bag 2kg,finished,0.0
3204,PP0045,KAMIL 5KG EMPTY BAG,finished,0.0
3205,PP0046,MOMIN 5KG EMPTY BAG,finished,0.0
3206,PP0047,EMPTY LASHKARA DETERGENT BAG 3KG,finished,0.0
3207,PP0048,EMPTY BAHAR DETERGENT BAG 3KG,finished,0.0
3209,PP0050,TRAIN PP BAG 22*37 (BASE BAGS),finished,0.0
3210,PP0051,EMPTY BAG KAMIL 20KG,finished,0.0
3211,PP0052,STAR EMPTY BAGS 30/144,finished,0.0
3212,PP0053,STAR EMPTY BAGS 350/24,finished,0.0
3213,PP0054,STAR EMPTY BAGS 4KG/4,finished,0.0
3214,PP0055,STAR EMPTY BAGS 1KG/12,finished,0.0
3215,PP0056,SAFA EMPTY BAG 3KG,finished,0.0
3216,PP0057,TRAIN EMPTY BAG 19*30 (25KG),finished,0.0
3217,PP0058,SAGA EMPTY PP BAG (40KG) WHITE 22*36,finished,0.0
3218,PP0059,ARGHAWAN EMPTY BAG 3KG,finished,0.0
3219,PP0060,SADA PP BAG 40KG (22*36),finished,0.0
3220,PP0061,SADA PP BAG 20KG (24*18),finished,0.0
3221,PP0062,PP BAG 25*42 (WITHOUT PRINTING),finished,0.0
3222,PP0063,PP BAG 18*28 (WITHOUT PRINTING),finished,0.0
3223,PP0064,PP BAG IFS PRINTING,finished,0.0
3224,PP0065,TOWER DETERGENT EMPTY PP BAG 19*26,finished,0.0
3225,PP0066,TOWER DETERGENT EMPTY PP BAG 19*24,finished,0.0
3226,PP0067,TOWER DETERGENT EMPTY PP BAG 18*25,finished,0.0
3227,PP0068,TOWER DETERGENT EMPTY BAG 20KG,finished,0.0
3228,PP0069,TOWER DETERGENT EMPTY BAG 10KG,finished,0.0
3229,PP0070,BAHARAN DETERGENT EMPTY BAG 10KG,finished,0.0
3231,PP0072,EMPTY BAG BOSTAN DETERGENT 10KGS,finished,0.0
3232,PP0073,EMPTY BAG BOSTAN DETERGENT 20KGS,finished,0.0
3233,PP0074,PP BAG PRINT IFS 10KG,finished,0.0
3234,PP0075,PP BAG PRINT IFS 20KG,finished,0.0
3235,PP0076,PP BAG SPECKLES 18*29,finished,0.0
3236,PP0077,PP BAG IFS BASE BAG 23*41,finished,0.0
3237,PP0078,EMPTY BAG NARGES DETERGENT 20KG,finished,0.0
3238,PP0079,EMPTY BAG SAFA DETERGENT 1KG,finished,0.0
3239,PP0080,TOWER EMPTY BAG RS.100 (18*25) C4 PRINTED,finished,0.0
3240,PP0081,TOWER EMPTY BAG RS.50 (18*25) C4 PRINTED,finished,0.0
3241,PP0082,TOWER EMPTY BAG RS.10 (18*25) C4 PRINTED,finished,0.0
3242,PP0083,TOWER EMPTY BAG 800GRAM (18*25) C4 PRINTED,finished,0.0
3243,PP0084,TOWER EMPTY BAG 1KG (18*25) C4 PRINTED,finished,0.0
3244,PP0085,TOWER EMPTY BAG 500GRAM (18*27) C4 PRINTED,finished,0.0
3245,PP0086,TRAIN EMPTY BAG 4KG,finished,0.0
3246,PP0087,BASE EMPTY BAG (LIGHTER DENSITY),finished,0.0
3247,PP0088,EMPTY BAG HUMBER WASHING POWDER 20KG,finished,0.0
3248,PP0089,WAVY EMPTY BAG PACKING RS.10,finished,0.0
3249,PP037,TRAIN PP BAG 5KG,finished,0.0
3250,PP038,BAG BACHAT DETERGENT 800GRAM,finished,0.0
3251,PP039,BAG BACHAT DETERGENT 375GRAM,finished,0.0
3252,PP040,TRAIN 5KG YELLOW,finished,0.0
3253,PP041,RAHIL 800GRM,finished,0.0
3254,PP042,RAHIL 500GRAM,finished,0.0
3257,PP045,RAHIL 1KG,finished,0.0
3258,PP046,RAPER SAFA DETERGENT  500GRAM,finished,0.0
3259,PP047,ARGHAWAN 1KG,finished,0.0
3260,PP048,HUMBER 10KG,finished,0.0
3261,PPB001,POLYTHIN BAG 12*48,finished,0.0
3262,PPB002,POLYTHIN BAG 18*28,finished,0.0
3263,PPB003,POLYTHIN BAG 21*33,finished,0.0
3264,PPB004,POLYTHIN BAG 24*36,finished,0.0
3265,PPB005,POLYTHENE BAG 19*35,finished,0.0
3266,PPB006,POLYTHENE BAG 15*18,finished,0.0
3267,PPB007,POLYTHENE BAG 17*29,finished,0.0
3268,PPB008,POLYTHENE BAG 24*46,finished,0.0
3269,PPB009,POLYTHENE BAG 15*23,finished,0.0
3270,PPB010,POLYTHENE BAG 8*14,finished,0.0
3271,PPB011,POLYTHENE BAG 20*30,finished,0.0
3272,PPB012,POLYTHENE BAG 30*50,finished,0.0
3273,PPC001,PUNJAB COOKING OIL 12 PCS 1Ltr,finished,0.0
3274,PPC002,PUNJAB BANASPATI 12 PCS 1KG,finished,0.0
3275,PPC003,PUNJAB BANASPATI 1KG*16,finished,0.0
3276,PPC004,PUNJAB BANASPATI 1/2KG*32,finished,0.0
3277,PPC005,DAWAT BANASPATI 1KG 16PAC,finished,0.0
3278,PPC006,PUNJAB BANASPATI 24 PCS 1/2KG,finished,0.0
3279,PPC007,PUNJAB BANASPATI 1/4KG*64 PACK,finished,0.0
3280,PPC008,PUNJAB COOKING OIL 1LT*16PACK,finished,0.0
3281,PPC009,PUNJAB BANASPATI 1/4KG 48PACK,finished,0.0
3282,PPC010,PUNJAB COOKING OIL 1/2 24PAC,finished,0.0
3283,PPC011,WALI COOKING OIL 1KG*12PAC,finished,0.0
3284,PPC012,SEASON  BANASPATI 1KG*16,finished,0.0
3285,PPC013,WALI COOKING OIL 1KG /16 PCS,finished,0.0
3286,PPC014,WALI COOKING OIL (KHAKI SADA CTN),finished,0.0
3287,PPC015,SEASON CANOLA 1LTR 5PAC,finished,0.0
3288,PPC016,PUNJAB BANASPATI 12 PCS 1KG (BOX BOARD),finished,0.0
3289,PPC017,PUNJAB COOKING OIL 1LTR*12PACK (BOX BOARD),finished,0.0
3290,PPC018,WALI COOKING OIL 1 KG* 12 PACK (BOX BOARD),finished,0.0
3292,PPD002,P.D CUP & SAUCER DIBBI 6 PCS BOLAN LARGE C4 P3 LN,finished,0.0
3295,PPD005,P.D TEA SET 26 PCS C4 P3 LY,finished,0.0
3297,PPD007,CUP DIBI SADA (TEA SET) P3,finished,0.0
3298,PPD008,TEA SET 26PCS KHAKI P3 (4PCS SET),finished,0.0
3299,PPD009,TEA POT SADA BOX P3,finished,0.0
3300,PPD010,SONASHI CUP SAUCER DIBI BLUE C4 P3,finished,0.0
3301,PPD011,SONASHI CUP SAUCER DIBI MUG SHAPE C4 P3,finished,0.0
3302,PPD012,SONASHI CUP SAUCER DIBI BLACK SMALL C4 P3,finished,0.0
3303,PPD013,SONASHI CUP SAUCER DIBI GREY (BOLAN) C4 P3,finished,0.0
3304,PPD014,P.D TEA SET 14PCS MASTER CTN  C4 P3 LY,finished,0.0
3305,PPD015,SAUCER PACKING,finished,0.0
3306,PPD016,P.D CUP & SAUCER DIBBI 6 PCS JAAM C4 P3 LY,finished,0.0
3307,PPD017,BONE CHINA TEA SET 14 PCS M.CTN C4 P3 LY,finished,0.0
3310,PPD020,CUP DIBBI 17PCS (TEA SET) KHAKI SADA,finished,0.0
3311,PPD021,SUGHAR POT SADA DIBBI KHAKI P3,finished,0.0
3312,PPD022,MILK POT SADA DIBBI KHAKI P3,finished,0.0
3313,PPD023,PLAIN PACKING KHAKI P3,finished,0.0
3314,PPD024,SAUCER PACKING SADA P3,finished,0.0
3315,PPD025,TEA POT PACKING CODE#1,finished,0.0
3316,PPD026,P-D TEA SET 17 PCS M-CTN KHAKI P-7 C-1,finished,0.0
3317,PPD028,LARGE SIZE PIZZA BOX C4 P3,finished,0.0
3318,PPD029,PD 24PCS TEA SET M.CTN KHAKI C1 P3,finished,0.0
3319,PPD030,PLATE PACKING SADA,finished,0.0
3320,PPD031,PAYALI PACKING SADA,finished,0.0
3321,PPD032,PARTION SADA,finished,0.0
3328,PPK001,SADA DIBBI EGGS P3,finished,0.0
3333,PR0003,PAPER REEL SIZE 18 (F & SF),finished,0.0
3344,PR0014,PAPER REEL SIZE 31.5 (F & SF),finished,0.0
3346,PR0016,PAPER REEL SIZE 20 (F & SF),finished,0.0
3352,PR0022,PAPER REEL SIZE 14 (F & SF),finished,0.0
3353,PR0023,PAPER REEL SIZE 15 (F & SF),finished,0.0
3355,PR0025,PAPER REEL SIZE 33.5 (F & SF),finished,0.0
3359,PR0029,PAPER REEL SIZE 16 (F & SF),finished,0.0
3360,PR0030,PAPER REEL SIZE 17 (TEST LINER),finished,0.0
3364,PR0034,PAPER REEL SIZE 29 (KRAFT),finished,0.0
3365,PR0035,PAPER REEL SIZE 35 (TEST LINER),finished,0.0
3366,PR0036,PAPER REEL SIZE 36 (TEST LINER),finished,0.0
3367,PR0037,PAPER REEL SIZE 37 (TEST LINER),finished,0.0
3369,PR0039,PAPER REEL SIZE 38.5 (F & SF),finished,0.0
3370,PR0040,PAPER REEL SIZE 27.5 (F & SF),finished,0.0
3371,PR0041,PAPER REEL SIZE 34.5 (TEST LINER),finished,0.0
3374,PR0044,PAPER REEL SIZE 31 (TEST LINER),finished,0.0
3375,PR0045,PAPER REEL SIZE 24 (TEST LINER),finished,0.0
3376,PR0046,PAPER REEL SIZE 22 (TEST LINER),finished,0.0
3379,PR0049,PAPER REEL SIZE 25 (KRAFT),finished,0.0
3380,PR0050,PAPER REEL SIZE 29.5 (KRAFT),finished,0.0
3381,PR0051,PAPER REEL SIZE 22.5 (F & SF),finished,0.0
3382,PR0052,PAPER REEL SIZE 13 (F & SF),finished,0.0
3383,PR0053,PAPER REEL SIZE 31 (F & SF),finished,0.0
3384,PR0054,PAPER REEL SIZE 36.5 (F & SF),finished,0.0
3385,PR0055,PAPER REEL SIZE 26 (KRAFT),finished,0.0
3387,PR0057,PAPER REEL SIZE 27 (KRAFT),finished,0.0
3393,PR0063,PAPER REEL SIZE 58 (F & SF),finished,0.0
3394,PR0064,PAPER REEL SIZE 49 (F & SF),finished,0.0
3396,PR0066,PAPER REEL SIZE 53 (F & SF),finished,0.0
3398,PR0068,PAPER REEL SIZE 53 (W.T.L 150 GRAM),finished,0.0
3399,PR0069,PAPER REEL SIZE 51 (KRAFT),finished,0.0
3400,PR0070,PAPER REEL SIZE 49 (KRAFT),finished,0.0
3401,PR0071,PAPER REEL SIZE 48 (W.T.L 150 GRAM),finished,0.0
3402,PR0072,PAPER REEL SIZE 55 (TEST LINER),finished,0.0
3404,PR0074,PAPER REEL SIZE 54 (F & SF),finished,0.0
3406,PR0076,PAPER REEL SIZE 44 (W.T.L 150 GRAM),finished,0.0
3408,PR0078,PAPER REEL SIZE 48 (CMP),finished,0.0
3409,PR0079,PAPER REEL SIZE 42 (CMP),finished,0.0
3411,PR0081,PAPER REEL SIZE 56 (F & SF),finished,0.0
3412,PR0082,PAPER REEL SIZE 24 (KRAFT),finished,0.0
3413,PR0083,PAPER REEL SIZE 17 (KRAFT),finished,0.0
3414,PR0084,PAPER REEL SIZE 61 (F & S.F),finished,0.0
3415,PR0085,PAPER REEL SIZE 54.5 (F & S.F),finished,0.0
3416,PR0086,PAPER REEL SIZE 12 (CMP),finished,0.0
3417,PR0087,PAPER REEL SIZE 52 (CMP),finished,0.0
3420,PR0090,PAPER REEL SIZE 57 (F & S.F),finished,0.0
3421,PR0091,PAPER REEL SIZE 50 (F & S.F),finished,0.0
3422,PR0092,PAPER REEL SIZE 41 (F & S.F),finished,0.0
3423,PR0093,PAPER REEL SIZE 210 (F & S.F),finished,0.0
3424,PR0094,PAPER REEL SIZE 52 (TEST LINER),finished,0.0
3425,PR0095,PAPER REEL SIZE 51 (TEST LINER),finished,0.0
3426,PR0096,PAPER REEL SIZE 41 (TEST LINER),finished,0.0
3427,PR0097,PAPER REEL SIZE 56 (TEST LINER),finished,0.0
3428,PR0099,PAPER REEL SIZE 60 (F & SF),finished,0.0
3429,PR0100,PAPER REEL SIZE 51 (HSF),finished,0.0
3430,PR0101,PAPER REEL SIZE 52 (HSF),finished,0.0
3431,PR0102,PAPER REEL SIZE 50 (KRAFT),finished,0.0
3432,PR0103,PAPER REEL SIZE 11 (F & S.F),finished,0.0
3433,PR0104,PAPER REEL SIZE 60 (TEST LINER),finished,0.0
3434,PR0105,PAPER REEL SIZE 57 (TEST LINER),finished,0.0
3435,PR0106,PAPER REEL SIZE 30 (KRAFT),finished,0.0
3436,PR0107,PAPER REEL SIZE 53 (KRAFT),finished,0.0
3438,PR0109,PAPER REEL MIX SIZE,finished,0.0
3439,PR0110,PAPER REEL SIZE 20 (TEST LINER),finished,0.0
3440,PR0111,PAPER REEL SIZE 18(TEST LINER),finished,0.0
3441,PR0112,PAPER REEL SIZE 31 (KRAFT),finished,0.0
3443,PR0114,PAPER REEL SIZE 40 (KARFT),finished,0.0
