type,code,name,opening,current,active
Customer,100579,F.A TRADERS TANDA,0.0,0.0,True
Customer,100582,JUTT TRADERS JPJ,0.0,0.0,True
Customer,100584,MIRZA USMAN BAIG,0.0,0.0,True
Customer,100585,MASTER TRADER PHALIA,0.0,0.0,True
Customer,100588,ZIA TRADERS GUJRAT,0.0,0.0,True
Customer,100590,AMIN SONS RAILWAY ROAD,0.0,0.0,True
Customer,100591,MAA SHAA ALLAH TRADERS KAMALAY CHAK,0.0,0.0,True
Customer,100592,TALHA FOODS DINGA,0.0,0.0,True
Customer,100593,MEHAR AFSHAR KARYANA KARIANWALA,0.0,0.0,True
Customer,100594,SABIR BUTT HAFIZABAD,0.0,0.0,True
Customer,100595,MOEEZ TRADERS,0.0,0.0,True
Customer,100598,BABA G TRADERS GUJRAT MANDI,0.0,0.0,True
Customer,100599,SHAHID BUTT,0.0,0.0,True
Customer,100600,AZAAN TRADERS KARIANWALA,0.0,0.0,True
Customer,100602,NAZIR SWEETS & TRADERS,0.0,0.0,True
Customer,100605,TUFAIL TRADERS ALI PUR CHATTA,0.0,0.0,True
Customer,100606,RAJPUT TRADERS,0.0,0.0,True
Customer,100608,BILAL TRADERS,0.0,0.0,True
Customer,100610,HAIDER SB LAHORE,0.0,0.0,True
Customer,100611,MUNIR TRADERS JALALPUR SOBTIAN,0.0,0.0,True
Customer,100612,NADEEM KERYANA,0.0,0.0,True
Customer,100614,ZAKARIYA TRADERS SHAHDIWAL,0.0,0.0,True
Customer,100619,PERVAIZ TRADER BAIL PUR,0.0,0.0,True
Customer,100620,AMANULLAH,0.0,0.0,True
Customer,100622,MUHAMMAD BILAWAL MANGOWAL,0.0,0.0,True
Customer,100623,ALI MUHAMMAD KHAN,0.0,0.0,True
Customer,100624,LASANI TRADERS GUJRAT,0.0,0.0,True
Customer,100625,ZIA TRADERS GULYANA,0.0,0.0,True
Customer,100626,TALHA KIRYANA MUNGOWAL,0.0,0.0,True
Customer,100628,SAJAD TRADER PARIANWALI,0.0,0.0,True
Customer,100629,BUTT TRADER DEOWNA MANDI,0.0,0.0,True
Customer,100630,BILAL TRADERS (AIRPORT ROAD ),0.0,0.0,True
Customer,100632,SALMAN & CO,0.0,0.0,True
Customer,100633,LOWA INTERNATIONAL DASKA,0.0,0.0,True
Customer,100634,CHISHTI  TRADERS MANGOWAL,0.0,0.0,True
Customer,100635,HUKUM KHAN,0.0,0.0,True
Customer,100636,REHAB INTERTRADE,0.0,0.0,True
Customer,100637,FAROOQ TRADERS,0.0,0.0,True
Customer,100639,FAROOQ TRADERS QADIRABAD,0.0,0.0,True
Customer,100640,RIAZ GENERAL STORE,0.0,0.0,True
Customer,100642,CHAWA RESTAURANT,0.0,0.0,True
Customer,100643,KASHMIR TRADERS,0.0,0.0,True
Customer,100644,SHANGHAI CHEMICAL,0.0,0.0,True
Customer,100645,AFZAL SOAP FACTORY,0.0,0.0,True
Customer,100646,ANMOL SOAP FACTORY (IMRAN SAB),0.0,0.0,True
Customer,100647,NOBIL POULRY SERVICE KUNJAH,0.0,0.0,True
Customer,100650,ATIF KARYANA STORE MANO CHAK ALI PUR ROAD,0.0,0.0,True
Customer,100652,HAJI ABBAS SAB QASOOR,0.0,0.0,True
Customer,100660,S.A TRADERS (RAFIULLAH KHAN),0.0,0.0,True
Customer,100661,RIZWAN ULLAH RAWALPINDI,0.0,0.0,True
Customer,100662,HUSNAIN TRADERS GULYANA,0.0,0.0,True
Customer,100663,ARIF SHUNWARI DINGA,0.0,0.0,True
Customer,100664,BRAND SMITH (RAPER ACCOUNT),0.0,0.0,True
Customer,100666,SHAREEN TRADERS MUNDA,0.0,0.0,True
Customer,100668,U.S FOOD MAKERS,0.0,0.0,True
Customer,100669,MARIYUM  FOODS,0.0,0.0,True
Customer,100671,ADNAN MEER (ALUMINIUM PLATE),0.0,0.0,True
Customer,100672,CHEETA DETERGENT,0.0,0.0,True
Customer,100676,AWAIS TRADERS LALAMUSA,0.0,0.0,True
Customer,100679,JAFAR HUSSAIN SHAH LALAMUSA,0.0,0.0,True
Customer,100680,PERVAIZ SB TEHSIL SHEIKHUPURA,0.0,0.0,True
Customer,100683,NASEEM ULLAH SCRAP DEALER (IRON EMPTY DRUM),0.0,0.0,True
Customer,100684,UNIQUE GHEE AND ALLIED INDUSTRY PVT LTD,0.0,0.0,True
Customer,100685,MUNAWAR HUSSAIN,0.0,0.0,True
Customer,100686,OLPERS,0.0,0.0,True
Customer,100690,LAURIC ACID,0.0,0.0,True
Customer,100691,SR 5 ENGINE OIL (SHAHZAIB),0.0,0.0,True
Customer,100692,MK PLASTIC,0.0,0.0,True
Customer,100694,RAFIULLAH T.T,0.0,0.0,True
Customer,100695,FATEH SONS GOODS,0.0,0.0,True
Customer,100696,MADINA TRADERS NEW SABZI MANDI,0.0,0.0,True
Customer,100699,REHMAT KHAN SB  (SCRAP),0.0,0.0,True
Customer,100700,ALEEM OIL MILLS,0.0,0.0,True
Customer,100701,SUPERMAN WASHING POWDER,0.0,0.0,True
Customer,100702,AKBAR OIL MILLS,0.0,0.0,True
Customer,100705,RIAZ TRADERS  MANGORA,0.0,0.0,True
Customer,100708,HAJI MUHAMMAD AFZAL SB,0.0,0.0,True
Customer,100709,MEHRAN AGENCY (ZOOR MUHAMMD KHAN),0.0,0.0,True
Customer,100710,MEER SOAP LAHORE,0.0,0.0,True
Customer,100711,HAFIZ KHALID SHAH,0.0,0.0,True
Customer,100712,WAHID KARYANA STORE,0.0,0.0,True
Customer,100714,KASHIF FOOD PRODUCTS,0.0,0.0,True
Customer,100715,SHOUKAT SOAP FACTORY,0.0,0.0,True
Customer,100716,SHAHZAM TRADERS,0.0,0.0,True
Customer,100717,SHAZAM TRADER RAILWAY ROAD,0.0,0.0,True
Customer,100718,MULTI TRADERS (DARAZ.PK),0.0,0.0,True
Customer,100719,CH NASAR ULLAH FAZAL,0.0,0.0,True
Customer,100720,JAWAD BUTT,0.0,0.0,True
Customer,100722,ANEES CORRUGATION MACHINE,0.0,0.0,True
Customer,100723,MUHAMMAD RIZWAN FAISALABAD,0.0,0.0,True
Customer,100724,SHAUKAT SCRAP DEALERS,0.0,0.0,True
Customer,100725,UNIQUE CREAM (SKIN PRO COSMETIC),0.0,0.0,True
Customer,100727,KALEEM SB,0.0,0.0,True
Customer,100733,MUHAMMAD IMRAN SB,0.0,0.0,True
Customer,100734,ELIXIR INDUSTRIES,0.0,0.0,True
Customer,100736,SAIF SOAP,0.0,0.0,True
Customer,100737,FAUJI EMPTY DRUM DEALER,0.0,0.0,True
Customer,100738,NADEEM SB,0.0,0.0,True
Customer,100739,HASHIM CHEMICAL (BASE),0.0,0.0,True
Customer,100741,ALI TRADERS,0.0,0.0,True
Customer,100742,ABBAS HAIDER (SCRAP MATERIAL),0.0,0.0,True
Customer,100743,ABID RAZZAQ (FLOWERS),0.0,0.0,True
Customer,100744,JAWAD SB,0.0,0.0,True
Customer,100746,ASIF TRADERS,0.0,0.0,True
Customer,100747,RAHIM DAD PROPERY A/C,0.0,0.0,True
Customer,100748,RAFIULLAH SB PROPERTY A/C,0.0,0.0,True
Customer,100749,MOHID TRADING & COMMISSION AGENT (IMTIAZ AHMED),0.0,0.0,True
Customer,100754,SADIQ EXCHANGE COMPANY,0.0,0.0,True
Customer,100757,MAHFILI RICE,0.0,0.0,True
Customer,100760,SUPER FLUSHY (RANA SHAHZAD),0.0,0.0,True
Customer,100763,Z.Z  ENTERPRISES (HAFIZ EHSAN SB),0.0,0.0,True
Customer,100764,YAQUB SOAP FACTORY (PVT) LTD,0.0,0.0,True
Customer,100767,HAJI MUSHTAQ SB,0.0,0.0,True
Customer,100770,HRK TRADERS SADDA (PARACHINAR),0.0,0.0,True
Customer,100773,TOP LINE PACKAGES,0.0,0.0,True
Customer,100777,UMAR AFZAL KARYANA - KASUR,0.0,0.0,True
Customer,100779,ABDUL REHMAN TRADERS,0.0,0.0,True
Customer,100782,ASLAM KARYANA (MUDASSAR SALEEM) - FORT ABBAS,0.0,0.0,True
Customer,100783,NIZAM TRADERS - OKARA,0.0,0.0,True
Customer,100784,CH FAKHAR NADEEM - SAHIWAL,0.0,0.0,True
Customer,100787,DILNAWAZ SHAHBAZ TRADERS - MOAR KHUNDA,0.0,0.0,True
Customer,100788,SALEEM QADRI BHABRA,0.0,0.0,True
Customer,100794,AHSAN TRADERS,0.0,0.0,True
Customer,100795,RAJA ARSHAD TRADERS,0.0,0.0,True
Customer,100796,WAQAR TRADERS,0.0,0.0,True
Customer,100798,SHAHZAIN TRADERS,0.0,0.0,True
Customer,100801,HAROON UL RASHEED TRADERS,0.0,0.0,True
Customer,100804,SAAD TRADERS SAROKI,0.0,0.0,True
Customer,100806,HAMMAD NASIR SYED SB,0.0,0.0,True
Customer,100807,SHAREEM TRADERS OKARA,0.0,0.0,True
Customer,100808,MAQSOOD AHMED SB (SALE 4COLOR MACHINE),0.0,0.0,True
Customer,100809,HALIMYAN WASHING MATERIALS COMPANY (AFG),0.0,0.0,True
Customer,100810,M.SHAHBAZ SUPER FLEXY,0.0,0.0,True
Customer,100814,ABDUL SATTAR SB,0.0,0.0,True
Customer,100815,AFZAL DAIRY BUREWALA,0.0,0.0,True
Customer,100819,ZAIN BASHIR LTD. AFGHANISTAN,0.0,0.0,True
Customer,100821,DISCOUNT STORE,0.0,0.0,True
Customer,100823,HASSAN ALI CORPORATION,0.0,0.0,True
Customer,100825,ZOHAIB SB KOTLA,0.0,0.0,True
Customer,100832,ISRAR AHMED SB (SCRAP DEALER),0.0,0.0,True
Customer,100833,HAIDERI FOODS,0.0,0.0,True
Customer,100834,CHILLI FOOD,0.0,0.0,True
Customer,100838,KITE DETERGENT,0.0,0.0,True
Customer,100839,QAZI RAHIM ULLAH  SB,0.0,0.0,True
Customer,100840,USAMA CHEMICALS,0.0,0.0,True
Customer,100841,SHEIKH MUKHTAR TRADERS,0.0,0.0,True
Customer,100842,HAMI FOODS,0.0,0.0,True
Customer,100845,SMILE AID,0.0,0.0,True
Customer,100846,BILAL SB LIYAH,0.0,0.0,True
Customer,100847,REZIST,0.0,0.0,True
Customer,100848,ARSLAN ZAHID,0.0,0.0,True
Customer,100850,SARDAR TRADERS (ATTOCK),0.0,0.0,True
Customer,100852,YOUNAS ENTERPRISES (TOWER BAGS & CYLINDER),0.0,0.0,True
Customer,100855,GREEN SPARKLE (PVT) LTD,0.0,0.0,True
Customer,100856,SAJJAD SB (SHAFI SONS),0.0,0.0,True
Customer,100857,AKHROT DETEREGENT POWDER,0.0,0.0,True
Customer,100858,FAHAD TRADERS LAHORE,0.0,0.0,True
Customer,100860,SHAHI WASHING POWDER,0.0,0.0,True
Customer,100861,MOHSIN ENTERPRISES (PVT) LTD,0.0,0.0,True
Customer,100866,HAFIZ CHEMICALS DASKA,0.0,0.0,True
Customer,100867,SADAAT TRADERS DUDIYAL,0.0,0.0,True
Customer,100870,VIP WASH,0.0,0.0,True
Customer,100873,AMIR KHAN TRADERS,0.0,0.0,True
Customer,100875,RAHIL RAZZAQ SB,0.0,0.0,True
Customer,100878,KAMRAN TRADERS OKARA,0.0,0.0,True
Customer,100885,M.AQIB CHAUDHRY SB,0.0,0.0,True
Customer,100887,SADIQ MARKETING WEHRI,0.0,0.0,True
Customer,100888,SAAF DETERGENT,0.0,0.0,True
Customer,100889,BISMILLAH TRADERS,0.0,0.0,True
Customer,100890,RANA ARSHAD SB,0.0,0.0,True
Customer,100896,HUSNAIN TRADERS,0.0,0.0,True
Customer,100897,MUSHTAQ AHMAD SB (FBM PRODUCTS),0.0,0.0,True
Customer,100898,RAJA ISRAR SB,0.0,0.0,True
Customer,100899,DR. CHEMICALS SAHIWAL,0.0,0.0,True
Customer,100900,NAZIR SB (SCRAP DEALER),0.0,0.0,True
Customer,100901,ABDUL REHMAN TRADERS,0.0,0.0,True
Customer,100915,ATTA UR REHMAN TRADERS,0.0,0.0,True
Customer,100929,JAVEED IQBAL SB,0.0,0.0,True
Customer,UNKNOWN,UNKNOWN PARTY,0.0,0.0,True
Supplier,100322,KHALID,0.0,0.0,True
Supplier,200003,JUNAID PACKAGES,0.0,0.0,True
Supplier,200005,SAAD ENTERPRISES THREAD SUPPLIER,0.0,0.0,True
Supplier,200006,KHALID YAQOOB SB,0.0,0.0,True
Supplier,200011,FIRDOS SALT,0.0,0.0,True
Supplier,200012,AKBARI TRADERS,0.0,0.0,True
Supplier,200014,TAJ PIPE STORE,0.0,0.0,True
Supplier,200018,MOBEEN PAPERS MART,0.0,0.0,True
Supplier,200019,NAEEM PACKAGES,0.0,0.0,True
Supplier,200020,MANSOOR QUETTA,0.0,0.0,True
Supplier,200022,WAHAB PAPER MILLS,0.0,0.0,True
Supplier,200027,SHAHEEN PAPER MILLS GUJRANWALA,0.0,0.0,True
Supplier,200029,MUDASSAR SHAH BOILER,0.0,0.0,True
Supplier,200030,SHABBIR HUSSAIN INSULATION DECK,0.0,0.0,True
Supplier,200033,AL HADI CHEMICALS,0.0,0.0,True
Supplier,200035,ALPHA CHEMICALS,0.0,0.0,True
Supplier,200041,IMPORT OF TINOPAL,0.0,0.0,True
Supplier,200042,FAHAD UMAIR,0.0,0.0,True
Supplier,200043,SYNTRONICS LIMITED,0.0,0.0,True
Supplier,200044,NEELAM PAPER MILLS HATTAR,0.0,0.0,True
Supplier,200046,A.Z PACKAGES,0.0,0.0,True
Supplier,200047,HANFI TRADERS QUETTA,0.0,0.0,True
Supplier,200048,MOHAMMAD ISHTIAQ,0.0,0.0,True
Supplier,200051,HAJI LAL GUL,0.0,0.0,True
Supplier,200053,REHMAT CORPORATION,0.0,0.0,True
Supplier,200055,C/O ABDULLAH ZAKI SB,0.0,0.0,True
Supplier,200056,DYNAMIC CORP,0.0,0.0,True
Supplier,200057,IMRAN PACKAGES,0.0,0.0,True
Supplier,200059,FAZAL BARI,0.0,0.0,True
Supplier,200060,UNITED MARBLE INDUSTRY,0.0,0.0,True
Supplier,200062,AKBARI CHEMICAL INDUSTRIES (PVT) LTD,0.0,0.0,True
Supplier,200063,FAHEEM FAISALABAD LASHKARA BAG,0.0,0.0,True
Supplier,200064,MALIK BROTHERS LAHORE,0.0,0.0,True
Supplier,200066,BISMILLAH ENGINEERING LAHORE,0.0,0.0,True
Supplier,200067,AZIZ PACKAGES,0.0,0.0,True
Supplier,200069,AZAM SB,0.0,0.0,True
Supplier,200070,IMPORT OF MACHINERY (SOAP),0.0,0.0,True
Supplier,200071,IMPORT OF MACHINERY (FLEXO),0.0,0.0,True
Supplier,200072,TAJ ENGINEERING PESHAWAR,0.0,0.0,True
Supplier,200073,FINE ARTS,0.0,0.0,True
Supplier,200074,GUJRAT QAYYUM GOODS FORWARDING CO.,0.0,0.0,True
Supplier,200075,PRIME CONCRETE COMPANY GUJRAT,0.0,0.0,True
Supplier,200077,IBRAHIM PAPERS MILLS C/O ATTA ULLAH,0.0,0.0,True
Supplier,200078,PORSCHET PIERRES,0.0,0.0,True
Supplier,200079,YASIN CORPORATION MULTAN,0.0,0.0,True
Supplier,200080,ALTAF PRESS,0.0,0.0,True
Supplier,200083,AHMAD UMAIR SULPHONIC,0.0,0.0,True
Supplier,200085,AHSAN ELECTRIC STORE GUJRANWALA,0.0,0.0,True
Supplier,200086,FUZAIL SB KARACHI,0.0,0.0,True
Supplier,200087,BAO BASHIR PAPERS LAHORE,0.0,0.0,True
Supplier,200088,ABDULLAH CCTV,0.0,0.0,True
Supplier,200091,HERO DETERGENT MULTAN,0.0,0.0,True
Supplier,200092,PARACHA CHEMICALS FAISALABAD,0.0,0.0,True
Supplier,200093,DHL PAKISTAN,0.0,0.0,True
Supplier,200095,UMER ENTERPRISES,0.0,0.0,True
Supplier,200100,MODERN CHEMICALS,0.0,0.0,True
Supplier,200101,ZAM ZAM PLASTIC CONTAINER LAHORE,0.0,0.0,True
Supplier,200102,HAFIZ WAQAS WALL REPAIR,0.0,0.0,True
Supplier,200103,JAPAN POWER PLANT (LABSA PLANT TANK),0.0,0.0,True
Supplier,200104,USMAN LABSA PLANT,0.0,0.0,True
Supplier,200107,ADNAN KARACHI (PALM ACID),0.0,0.0,True
Supplier,200110,JABBAR HUSSAIN (PRINTING DYE MAKER),0.0,0.0,True
Supplier,200111,ARAB PACKAGES MULTAN,0.0,0.0,True
Supplier,200112,AHMAD FILM PLATE MAKER GUJRANWALA,0.0,0.0,True
Supplier,200113,IMPORT OF GRAVIURE MACHINE,0.0,0.0,True
Supplier,200114,SITARA CHEMICALS FAISALABAD,0.0,0.0,True
Supplier,200118,TRUCK IT IN,0.0,0.0,True
Supplier,200119,SCAN WORLD FAISALABAD,0.0,0.0,True
Supplier,200120,SHIEKH USMAN SHARAFAT & BROTHERS,0.0,0.0,True
Supplier,200121,REHAN SCRAB GUJRAT,0.0,0.0,True
Supplier,200122,MICRO GRINDING MILL(TALIB SB),0.0,0.0,True
Supplier,200124,SHAFI SONS LIFTER A/C,0.0,0.0,True
Supplier,200125,KAS CHEMICALS KARACHI,0.0,0.0,True
Supplier,200126,PERVAIZ TRADERS FLEXO SHAHDRA,0.0,0.0,True
Supplier,200128,ELITE CHEMICALS,0.0,0.0,True
Supplier,200130,FAZAL PAPER MILLS,0.0,0.0,True
Supplier,200131,INTERNATIONAL FRAGNANCE FACTORY,0.0,0.0,True
Supplier,200133,ADVANCE ELEVATORS SERVICE,0.0,0.0,True
Supplier,200134,MUHAMMAD SHAKEEL KHAN(LEATHER),0.0,0.0,True
Supplier,200137,MADINA GODOWNS,0.0,0.0,True
Supplier,200138,IMPORT OF TAED,0.0,0.0,True
Supplier,200139,AHMAD CHEMICALS CO,0.0,0.0,True
Supplier,200143,NAEEM SPECKLES KARACHI,0.0,0.0,True
Supplier,200144,BLEACHER FILTER MULTAN,0.0,0.0,True
Supplier,200145,SHAKIR WASTAGE MATERIAL,0.0,0.0,True
Supplier,200148,SABIR SOAP STONE,0.0,0.0,True
Supplier,200150,ZIA STONE GRINDING PVT LTD,0.0,0.0,True
Supplier,200151,PAK GRINDING MILLS,0.0,0.0,True
Supplier,200152,SHAHBAZ BHALWAL,0.0,0.0,True
Supplier,200153,ARSHAD DOCTOR BLADE,0.0,0.0,True
Supplier,200154,RIAZ GUJRANWALA(LAMINATION MACHINE),0.0,0.0,True
Supplier,200156,FZ ENTERPRISES,0.0,0.0,True
Supplier,200159,SILK CABLES GUJRANWALA,0.0,0.0,True
Supplier,200164,AL MADINA FINE QUALITY RABAR ENGINEERING(MALIK FAIZ),0.0,0.0,True
Supplier,200166,H.H PACKAGES,0.0,0.0,True
Supplier,200167,SHAMOON ZAKI KARACHI,0.0,0.0,True
Supplier,200168,AMANULLAH SB  (WOOD SUPPLIER),0.0,0.0,True
Supplier,200169,KHAILLI PACKAGES,0.0,0.0,True
Supplier,200170,LAL KHAN DEONA MANDI(FIRE WOOD),0.0,0.0,True
Supplier,200171,ABDUL SAMAD (LEATHER SCRAP),0.0,0.0,True
Supplier,200172,AHSAN CHEMICALS LAHORE,0.0,0.0,True
Supplier,200173,MEER JAN KHAN (WOOD SUPPLIER),0.0,0.0,True
Supplier,200174,BIN RASHEED COLORS & CHEMICALS COMPANY,0.0,0.0,True
Supplier,200177,REHAB INTERTRADE,0.0,0.0,True
Supplier,200178,LAHORE PLAS PACKAGING,0.0,0.0,True
Supplier,200179,AZHAR GRINDING MILLS,0.0,0.0,True
Supplier,200181,MAMMAL PAPER FACTORY,0.0,0.0,True
Supplier,200182,PARACHA SOAP & CHEMICALS INDUSTRIES,0.0,0.0,True
Supplier,200184,MAKKA DYE MAKER(M.ARIF),0.0,0.0,True
Supplier,200185,MUBASHIR SB (WOOD SUPPLIER),0.0,0.0,True
Supplier,200186,MAKKA HARDWARE (PAINT) GUJRAT,0.0,0.0,True
Supplier,200191,M&S PACKAGING PVT LTD,0.0,0.0,True
Supplier,200193,FAISAL DESIGNER,0.0,0.0,True
Supplier,200201,CHENAB SECURITY SYSTEM & SOLAR ENERGY,0.0,0.0,True
Supplier,200205,WARRICH ACID AGENCY GUJRAT,0.0,0.0,True
Supplier,200206,SHAHAN TRADER (CLEARING AGENT),0.0,0.0,True
Supplier,200208,MUHAMMAD AFZAAL(PALM ACID OIL),0.0,0.0,True
Supplier,200214,LIAQUAT RUBBER ROLLER,0.0,0.0,True
Supplier,200221,POWER LINKS ENGINEERING AND TRADER,0.0,0.0,True
Supplier,200223,SHABAB PINSAR STORE,0.0,0.0,True
Supplier,200224,MAQBOOL ENGINEERING,0.0,0.0,True
Supplier,200225,SHOAIB DYE MAKER,0.0,0.0,True
Supplier,200226,FIRE CARE (SHAHZAD),0.0,0.0,True
Supplier,200232,REHMAT KHAN,0.0,0.0,True
Supplier,200236,ABU BAKAR PRINTING PRESS,0.0,0.0,True
Supplier,200239,LAL SOAP FACTORY,0.0,0.0,True
Supplier,200240,TAHIR ASAD INDUSTRIES (PVT) LTD,0.0,0.0,True
Supplier,200243,HABIB ULLAH GODOWN,0.0,0.0,True
Supplier,200244,AL QAMAR IMPORTS,0.0,0.0,True
Supplier,200246,KABEER ALI BOTTLE CONTRACTOR,0.0,0.0,True
Supplier,200249,MIAN WALI (WOOD SUPPLIER),0.0,0.0,True
Supplier,200250,NOOR UL AMEEN LABSA,0.0,0.0,True
Supplier,200251,I PAK,0.0,0.0,True
Supplier,200255,MAJEED SONS,0.0,0.0,True
Supplier,200258,ZEESHAN ETHYL,0.0,0.0,True
Supplier,200259,MUHAMMAD UMAR NISAR GRAVEUR GAS CONVERSION,0.0,0.0,True
Supplier,200261,KALEEM ULLAH(FIREWOOD),0.0,0.0,True
Supplier,200267,GONDAL ROOF,0.0,0.0,True
Supplier,200268,SAFEENA FOODS INDUSTRY,0.0,0.0,True
Supplier,200269,HAROON GENERAL PIPE,0.0,0.0,True
Supplier,200271,ZAKI SB FRAGNANACE BALANCE,0.0,0.0,True
Supplier,200272,GOLDEN PACKAGES PVT LTD,0.0,0.0,True
Supplier,200275,SWIFT TECH,0.0,0.0,True
Supplier,200276,MILH SALT LAHORE,0.0,0.0,True
Supplier,200278,AR PLASTIC,0.0,0.0,True
Supplier,200279,KHAWAJA ADNAN OTHER,0.0,0.0,True
Supplier,200281,SRP SCIENTIFIC SUPPLIES,0.0,0.0,True
Supplier,200284,STEAM GENERATOR,0.0,0.0,True
Supplier,200286,MULTI NET (ABDUL SALAM),0.0,0.0,True
Supplier,200288,NISAR KHAN KEROSENE OIL,0.0,0.0,True
Supplier,200291,T.M CARGO,0.0,0.0,True
Supplier,200292,DAR COMMUNICATION,0.0,0.0,True
Supplier,200293,BAWALI ARCHITECT,0.0,0.0,True
Supplier,200299,KHADIM HUSSAIN(CEILING WORK),0.0,0.0,True
Supplier,200300,ORIENT TRADERS,0.0,0.0,True
Supplier,200304,NUSRAT ALI GONDAL(WATER PROOF),0.0,0.0,True
Supplier,200306,HM CHEMICALS (PVT) LTD,0.0,0.0,True
Supplier,200309,HALL CONSTRUCTION,0.0,0.0,True
Supplier,200313,PAKISTAN SYNTHETIC LTD (PSL),0.0,0.0,True
Supplier,200316,ABDULLAH TRADERS (YAQOOB SB LHR),0.0,0.0,True
Supplier,200320,NEWTEK TECHNOLOGY SOLUTIONS,0.0,0.0,True
Supplier,200321,SOLVE TECH INKS & CHEMICALS,0.0,0.0,True
Supplier,200322,ATS SYNTHETIC N (PVT)LTD,0.0,0.0,True
Supplier,200324,BISMILLAH CHEMICAL,0.0,0.0,True
Supplier,200329,HASSAN JAVED SIALKOT,0.0,0.0,True
Supplier,200335,WALEED ENTERPRISES,0.0,0.0,True
Supplier,200338,KHAWAJA MUHAMMAD TAYYAB SALT SUPPLIER,0.0,0.0,True
Supplier,200342,ZAMEER AHMAD MALIK (SALT DEALER),0.0,0.0,True
Supplier,200346,KHUSHAB SODA ASH,0.0,0.0,True
Supplier,200349,ASIM PREFORM,0.0,0.0,True
Supplier,200350,ZAHEER ABBAS (SALT DEALER),0.0,0.0,True
Supplier,200361,SOHAIL GRINDING MILL,0.0,0.0,True
Supplier,UNKNOWN,UNKNOWN PARTY,0.0,0.0,True
