10124,'Stock issue to Ali Butt',2020-05-02 00:00,'1','Admin',2020-05-02 08:43:56.830000,'03','04'
10125,'STOCK ISSUE TO ALI BUTT',2020-05-02 00:00,'1','Admin',2020-05-02 09:21:08.289000,'03','04'
10126,'Stock issue to Mr. Ali Butt',2020-05-03 00:00,'1','Admin',2020-05-03 10:10:45.675000,'03','04'
10127,'STOCK ISSUE TO MR. ALI BUTT',2020-05-04 00:00,'1','Admin',2020-05-04 11:30:45.494000,'03','04'
10128,'STOCK ISSUE TO ALI BUTT',2020-05-05 00:00,'1','Admin',2020-05-05 08:59:19.345000,'03','04'
10129,'STOCK TOOK BACK ',2020-05-06 00:00,'1','Admin',2020-05-06 09:53:22.439000,'04','03'
10130,'Stock Issue to Ali Butt',2020-05-06 00:00,'1','Admin',2020-05-06 10:21:10.624000,'03','04'
10131,'Stock issue to Mr. Ali Butt',2020-05-07 00:00,'1','Admin',2020-05-07 09:05:28.334000,'03','04'
10132,'Ali Butt let 4538',2020-05-09 00:00,'1','Admin',2020-05-09 09:14:28.298000,'03','04'
10133,'Stock issue to Mr. Ali Butt',2020-05-10 00:00,'1','Admin',2020-05-10 08:34:18.643000,'03','04'
10134,'Stock Issue to Fair Price Shop',2020-05-05 00:00,'1','Admin',2020-05-10 08:56:07.626000,'03','05'
10135,'Stock Issue to Ali Butt',2020-05-10 00:00,'1','Admin',2020-05-10 09:43:01.886000,'03','04'
10136,'Stock issue to Ali Butt',2020-05-11 00:00,'1','Admin',2020-05-11 09:14:37.182000,'03','04'
10137,'Stock issue to Ali butt',2020-05-11 00:00,'1','Admin',2020-05-11 14:13:21.682000,'03','04'
10138,'Stock issue to fair price shop',2020-05-11 00:00,'1','Admin',2020-05-11 15:27:19.018000,'03','05'
10139,'Stock issue to Mr. Ali Butt',2020-05-12 00:00,'1','Admin',2020-05-12 10:41:00.117000,'03','04'
10140,'Stock issue to Ali butt',2020-05-13 00:00,'1','Admin',2020-05-13 10:30:36.550000,'03','04'
10141,'Stock Issue to Ali Butt',2020-05-13 00:00,'1','Admin',2020-05-14 10:45:16.982000,'03','04'
10142,'Stock issue to Ali Butt',2020-05-14 00:00,'1','Admin',2020-05-14 11:45:11.197000,'03','04'
10143,'Stock issue to Ali Butt',2020-05-14 00:00,'1','Admin',2020-05-14 11:51:02.447000,'03','04'
10144,'Stock issue to Mr. Ali Butt',2020-05-16 00:00,'1','Admin',2020-05-16 09:44:49.978000,'03','04'
10145,'Stock Issue to Fair Price Shop',2020-05-16 00:00,'1','Admin',2020-05-16 12:50:45.501000,'03','05'
10146,'STOCK ISSUE TO ALI BUTT',2020-05-18 00:00,'1','Admin',2020-05-18 09:22:39.519000,'03','04'
10147,'Stock issue to Mr. Ali Butt',2020-05-19 00:00,'1','Admin',2020-05-19 08:47:25.852000,'03','04'
10148,'Stock Issue to Mr. Ali Butt',2020-05-20 00:00,'1','Admin',2020-05-20 08:28:07.305000,'03','04'
10149,'STOCK ISSUE TO FAIR PRICE SHOP',2020-05-20 00:00,'1','Admin',2020-05-20 09:41:53.917000,'03','05'
10150,'Ali Butt',2020-05-28 00:00,'1','HAMMAD',2020-05-28 10:39:49.664000,'03','04'
10151,'stock returned by Ali Butt',2020-05-28 00:00,'1','HAMMAD',2020-05-28 10:44:09.093000,'04','03'
10152,'ALI BUTT',2020-05-30 00:00,'1','HAMMAD',2020-05-30 09:13:04.000000,'03','04'
10153,'ALI BUTT SB STOCK ISSUE',2020-05-31 00:00,'1','UMAR',2020-05-31 09:42:40.190000,'03','04'
10154,'ALI BUTT SB',2020-06-01 00:00,'1','UMAR',2020-06-01 10:11:10.114000,'03','04'
10155,'ALI BUTT SB',2020-06-02 00:00,'1','UMAR',2020-06-02 10:25:36.240000,'03','04'
10156,'ALI BUTT',2020-06-03 00:00,'1','UMAR',2020-06-03 09:05:49.306000,'03','04'
10157,'ALI BUTT SB',2020-06-04 00:00,'1','UMAR',2020-06-04 09:08:54.795000,'03','04'
10158,'HAJI NAZIR AKHTAR',2020-06-04 00:00,'0','UMAR',2020-06-04 09:26:22.602000,'03','03'
10159,'Office',2020-06-04 00:00,'1','UMAR',2020-06-04 10:17:46.291000,'03','05'
10160,'ALI BUTT',2020-06-07 00:00,'1','UMAR',2020-06-07 09:25:30.165000,'03','04'
10161,'ALI BUTT',2020-06-08 00:00,'1','UMAR',2020-06-08 09:39:34.838000,'03','04'
10162,'OFFICE',2020-06-08 00:00,'1','UMAR',2020-06-08 12:25:36.546000,'03','05'
10163,'OFFICE',2020-06-08 00:00,'1','UMAR',2020-06-08 15:39:10.517000,'03','05'
10164,'ALI BUTT SB',2020-06-09 00:00,'1','Admin',2020-06-09 09:25:15.948000,'03','04'
