474,2020-01-04 00:00,,10001,,2020-01-04 00:00:00.000000,'1','03'
475,2020-01-05 00:00,,10002,,2020-01-05 00:00:00.000000,'1','03'
476,2020-01-06 00:00,,10003,,2020-01-06 00:00:00.000000,'1','03'
477,2020-01-07 00:00,,10004,,2020-01-07 00:00:00.000000,'1','03'
478,2020-01-08 00:00,,10005,,2020-01-08 00:00:00.000000,'1','03'
479,2020-01-09 00:00,,10006,,2020-01-09 00:00:00.000000,'1','03'
480,2020-01-11 00:00,,10007,,2020-01-11 00:00:00.000000,'1','03'
481,2020-01-12 00:00,,10008,,2020-01-12 00:00:00.000000,'1','03'
482,2020-01-12 00:00,,10009,,2020-01-12 00:00:00.000000,'1','03'
483,2020-01-11 00:00,,10010,,2020-01-11 00:00:00.000000,'1','03'
484,2020-01-09 00:00,,10011,,2020-01-09 00:00:00.000000,'1','03'
485,2020-01-08 00:00,,10012,,2020-01-08 00:00:00.000000,'1','03'
486,2020-01-07 00:00,,10013,,2020-01-07 00:00:00.000000,'1','03'
487,2020-01-06 00:00,,10014,,2020-01-06 00:00:00.000000,'1','03'
488,2020-01-05 00:00,,10015,,2020-01-05 00:00:00.000000,'1','03'
489,2020-01-04 00:00,,10016,,2020-01-04 00:00:00.000000,'1','03'
490,2020-01-13 00:00,,10019,,2020-01-13 00:00:00.000000,'1','03'
491,2020-01-14 00:00,,10020,,2020-01-14 00:00:00.000000,'1','03'
492,2020-01-13 00:00,,10023,,2020-01-13 00:00:00.000000,'1','03'
493,2020-01-14 00:00,,10024,,2020-01-14 00:00:00.000000,'1','03'
494,2020-01-15 00:00,,10025,,2020-01-15 00:00:00.000000,'1','03'
495,2020-01-15 00:00,,10026,,2020-01-15 00:00:00.000000,'1','03'
496,2020-01-16 00:00,,10027,,2020-01-16 00:00:00.000000,'1','03'
497,2020-01-16 00:00,,10028,,2020-01-16 00:00:00.000000,'1','03'
498,2020-01-18 00:00,,10029,,2020-01-18 00:00:00.000000,'1','03'
499,2020-01-18 00:00,,10030,,2020-01-18 00:00:00.000000,'1','03'
500,2020-01-19 00:00,,10031,,2020-01-19 00:00:00.000000,'1','03'
501,2020-01-19 00:00,,10032,,2020-01-19 00:00:00.000000,'1','03'
502,2020-01-20 00:00,,10033,,2020-01-20 00:00:00.000000,'1','03'
503,2020-01-20 00:00,,10034,,2020-01-20 00:00:00.000000,'1','03'
504,2020-01-21 00:00,,10035,,2020-01-21 00:00:00.000000,'1','03'
505,2020-01-21 00:00,,10036,,2020-01-21 00:00:00.000000,'1','03'
506,2020-01-22 00:00,,10037,,2020-01-22 00:00:00.000000,'1','03'
507,2020-01-22 00:00,,10038,,2020-01-22 00:00:00.000000,'1','03'
508,2020-01-23 00:00,,10039,,2020-01-23 00:00:00.000000,'1','03'
509,2020-01-23 00:00,,10040,,2020-01-23 00:00:00.000000,'1','03'
510,2020-01-25 00:00,,10041,,2020-01-25 00:00:00.000000,'1','03'
511,2020-01-25 00:00,,10042,,2020-01-25 00:00:00.000000,'1','03'
512,2020-01-26 00:00,,10043,,2020-01-26 00:00:00.000000,'1','03'
513,2020-01-26 00:00,,10044,,2020-01-26 00:00:00.000000,'1','03'
514,2020-01-27 00:00,,10045,,2020-01-27 00:00:00.000000,'1','03'
515,2020-01-27 00:00,,10046,,2020-01-27 00:00:00.000000,'1','03'
516,2020-01-28 00:00,,10047,,2020-01-28 00:00:00.000000,'1','03'
517,2020-01-28 00:00,,10048,,2020-01-28 00:00:00.000000,'1','03'
518,2020-01-29 00:00,,10049,,2020-01-29 00:00:00.000000,'1','03'
520,2020-01-30 00:00,,10051,,2020-01-30 00:00:00.000000,'1','03'
521,2020-01-30 00:00,,10052,,2020-01-30 00:00:00.000000,'1','03'
522,2020-02-01 00:00,,10053,,2020-02-01 00:00:00.000000,'1','03'
523,2020-02-01 00:00,,10054,,2020-02-01 00:00:00.000000,'1','03'
524,2020-02-02 00:00,,10055,,2020-02-02 00:00:00.000000,'1','03'
525,2020-02-02 00:00,,10056,,2020-02-02 00:00:00.000000,'1','03'
530,2020-02-06 00:00,,10061,,2020-02-06 00:00:00.000000,'1','03'
531,2020-02-06 00:00,,10062,,2020-02-06 00:00:00.000000,'1','03'
532,2020-02-08 00:00,,10063,,2020-02-08 00:00:00.000000,'1','03'
533,2020-02-08 00:00,,10064,,2020-02-08 00:00:00.000000,'1','03'
534,2020-02-09 00:00,,10065,,2020-02-09 00:00:00.000000,'1','03'
535,2020-02-09 00:00,,10066,,2020-02-09 00:00:00.000000,'1','03'
536,2020-02-10 00:00,,10067,,2020-02-10 00:00:00.000000,'1','03'
537,2020-02-10 00:00,,10068,,2020-02-10 00:00:00.000000,'1','03'
540,2020-02-12 00:00,,10071,,2020-02-12 00:00:00.000000,'1','03'
541,2020-02-12 00:00,,10072,,2020-02-12 00:00:00.000000,'1','03'
542,2020-02-13 00:00,,10073,,2020-02-13 00:00:00.000000,'1','03'
543,2020-02-13 00:00,,10074,,2020-02-13 00:00:00.000000,'1','03'
544,2020-02-15 00:00,,10075,,2020-02-15 00:00:00.000000,'1','03'
545,2020-02-15 00:00,,10076,,2020-02-15 00:00:00.000000,'1','03'
546,2020-02-16 00:00,,10077,,2020-02-16 00:00:00.000000,'1','03'
547,2020-02-16 00:00,,10078,,2020-02-16 00:00:00.000000,'1','03'
548,2020-02-17 00:00,,10079,,2020-02-17 00:00:00.000000,'1','03'
549,2020-02-18 00:00,,10080,,2020-02-18 00:00:00.000000,'1','03'
550,2020-02-18 00:00,,10081,,2020-02-18 00:00:00.000000,'1','03'
552,2020-02-19 00:00,,10083,,2020-02-19 00:00:00.000000,'1','03'
553,2020-02-19 00:00,,10084,,2020-02-19 00:00:00.000000,'1','03'
554,2020-01-20 00:00,,10085,,2020-01-20 00:00:00.000000,'1','03'
555,2020-02-20 00:00,,10086,,2020-02-20 00:00:00.000000,'1','03'
556,2020-02-22 00:00,,10087,,2020-02-22 00:00:00.000000,'1','03'
557,2020-02-22 00:00,,10088,,2020-02-22 00:00:00.000000,'1','03'
558,2020-02-23 00:00,,10092,,2020-02-23 00:00:00.000000,'1','03'
559,2020-02-23 00:00,,10093,,2020-02-23 00:00:00.000000,'1','03'
560,2020-02-10 00:00,,10190,,2020-02-10 00:00:00.000000,'1','03'
561,2020-04-25 00:00,,10200,,2020-04-25 00:00:00.000000,'1','03'
573,2020-02-24 00:00,,10094,,2020-02-24 00:00:00.000000,'1','03'
