19484,3,'DT1037','LASHKARA DETERGENT 1000/12','CRTN',30,2576,77280,0,0,77280,,,
19484,4,'DT1006','LASHKARA DETERGENT 5KG','BAG',20,1058,21160,0,0,21160,,,
19484,5,'DT9026','JAGMAG DETERGENT 1000/12 18A.D','CRTN',5,3496,17480,0,0,17480,,,
19484,6,'DT2020','TRAIN DETERGENT 1000/12 10AD','CRTN',5,2346,11730,0,0,11730,,,
19484,7,'DT2013','TRAIN DETERGENT 5 KG 7A.D','BAG',104,782,81328,0,0,81328,,,
19484,8,'DW1002','TRAIN DISHWASH 80/36','CRTN',50,486,24300,0,0,24300,,,
19484,9,'DW1015','TRAIN DISHWASH JUMBO 200/24','CRTN',50,754,37700,0,0,37700,,,
19484,10,'DW1005','TRAIN DISHWASH JUMBO 180/24','CRTN',5,486,2430,0,0,2430,,,
19485,1,'PSS0030','TRAIN BAIZA NO.026 10KG C4 P3 ','PCS',1100,50,55000,0,0,55000,,,
19485,2,'PSS0049','LASHKARA SOAP 9KG C2 P3','PCS',1993,37,73741,0,0,73741,,,
19486,1,'DT2013','TRAIN DETERGENT 5 KG 7A.D','BAG',8,850,6800,0,0,6800,,,
19486,2,'DW9001','HAPPY DISHWASH LIQUID 500ML/12 (LEMON)','CRTN',1,1650,1650,0,0,1650,,,
19487,1,'DT9008','JAGMAG DETERGENT 4KG 13A.D','BAG',12,1050,12600,0,0,12600,,,
19487,2,'DW9001','HAPPY DISHWASH LIQUID 500ML/12 (LEMON)','CRTN',1,1650,1650,0,0,1650,,,
19487,3,'DW1015','TRAIN DISHWASH JUMBO 200/24','CRTN',1,820,820,0,0,820,,,
19488,1,'DT9008','JAGMAG DETERGENT 4KG 13A.D','BAG',3,1050,3150,0,0,3150,,,
19489,1,'PSM049','TURKEY BEAUTY SOAP 48PCS C4 P5 KHAKI','PCS',3000,56,168000,0,0,168000,,,
19490,1,'DTH004','HAPPY DETERGENT 85/60','CRTN',75,2460,184500,7,12915,171585,,,
19490,2,'DT2062','TRAIN DETERGENT 320/24 10 AD','BAG',75,1896,142200,7,9954,132246,,,
19490,3,'DT2014','TRAIN DETERGENT 500/24  10A.D','CRTN',30,2600,78000,7,5460,72540,,,
19490,4,'DT2020','TRAIN DETERGENT 1000/12 10AD','CRTN',30,2550,76500,7,5355,71145,,,
19490,5,'DT2013','TRAIN DETERGENT 5 KG 7A.D','BAG',320,850,272000,7,19040,252960,,,
19490,6,'DW1002','TRAIN DISHWASH 80/36','CRTN',300,480,144000,0,0,144000,,,
19491,1,'PMF016','MERCEDES PEDISTAL BODY 24'''' BLUE  P5 C4 LY','PCS',890,95,84550,0,0,84550,,,
19491,2,'PMF019','MERCEDES P/F ROD UNIVERSEL C4 P3 ','PCS',750,33,24750,0,0,24750,,,
19491,3,'PMF020','MERCEDES P/F BASE UNIVERSEL C4 P3 ','PCS',574,32,18368,0,0,18368,,,
19492,1,'DT9008','JAGMAG DETERGENT 4KG 13A.D','BAG',5,1050,5250,0,0,5250,,,
19493,1,'DW1015','TRAIN DISHWASH JUMBO 200/24','CRTN',1,800,800,0,0,800,,,
19493,2,'DT9008','JAGMAG DETERGENT 4KG 13A.D','BAG',1,1000,1000,0,0,1000,,,
19494,1,'DT9026','JAGMAG DETERGENT 1000/12 18A.D','CRTN',100,3800,380000,7,26600,353400,,,
19494,2,'DT1037','LASHKARA DETERGENT 1000/12','CRTN',250,2800,700000,7,49000,651000,,,
19494,3,'DT1026','LASHKARA DETERGENT 300/24 ','CRTN',480,1880,902400,7,63168,839232,,,
19494,4,'DT1062','LASHKARA DETERGENT 150/24 ','CRTN',300,984,295200,7,20664,274536,,,
19494,5,'DT2036','TRAIN DETERGENT 4KG 7A.D','BAG',160,690,110400,7,7728,102672,,,
