10001,'PACKAGES CONTRACTOR',2020-02-04 11:06:48.537000,08:00:00.000000,08:00:00.000000,'1','HAMMAD'
10002,'FACTORY PACKAGES',2020-02-04 11:08:05.290000,08:00:00.000000,08:00:00.000000,'1','HAMMAD'
10003,'RAW MATERIAL PRODUCTION',2020-12-14 11:02:29.464000,08:00:00.000000,08:00:00.000000,'1','HAMMAD'
10004,'Packages RM',2020-12-30 18:55:07.150000,09:00:00.000000,05:00:00.000000,'1','HAMMAD'
10005,'GRAVURE SECTION',2022-11-01 20:39:24.774000,08:00:00.000000,08:00:00.000000,'1','HAMMAD'
