'01','RAW MATERIAL STORE','0'
'02','PRODUCTION ','0'
'03','MAIN STORE','1'
'04','WAREHOUSE - GUJRAT 1','0'
'05','FAIR PRICE SHOP','0'
'06','SALE TEAM','0'
'07','RICE MILL','0'
'08','GRAVURE JOB PROCESSING','0'
