'AB001','Awaisa Small Bottle 13.5 Gram (SMALL)','F','PCS',0,0,0,0,'1','USMAN',0,0,'100001','INVENTORY A/C',0,,0,0
'AB002','Awaisa Large Bottle 21 Gram (MEDIUM)','F','PCS',0,0,0,0,'1','USMAN',0,0,'100001','INVENTORY A/C',0,,0,0
'AB003','AWAISA BOTTLE 33 GRAM (LARGE)','F','PCS',0,0,0,0,'1','USMAN',0,0,'100001','INVENTORY A/C',0,'PCS',0,0
'BAG001','ROTI RITE PREMIUM MAIDA 1KG BAG','F','PCS',0,0,0,0,'1','Shabab',0,0,'100001','INVENTORY A/C',0,,0,0
'BAG002','ROTI RITE SUPER FINE ATTA 1KG BAG','F','PCS',0,0,0,0,'1','Shabab',0,0,'100001','INVENTORY A/C',0,,0,0
'BAG003','ROTI RITE CHAKI ATA 1KG','F','PCS',0,0,0,0,'1','Mudassar',0,0,'100001','INVENTORY A/C',0,,0,0
'BB001','BACHAT PP BAGS EMPTY','M','PCS',0,0,15.75,0,'0','HAMMAD',0,0,'100001','INVENTORY A/C',0,,0,0
'BGS001','BETA GOL SOAP C1 P3 LN','F','PCS',0,17,0,0,'0','Mudassar',0,0,'100001','INVENTORY A/C',0,'24*29',0,0
'BGS002','BETA GOL JAR 20 TIKI C1 P3 LN','F','PCS',0,24,0,0,'0','HAMMAD',0,0,'100001','INVENTORY A/C',0,'16*33',0,0
'BOP001','BOPP MAT 825MM 20 MICRON','M','KG',0,0,0,0,'1','Waqas',0,0,'100001','INVENTORY A/C',0,'825MM',0,0
'BOP002','BOPP MAT 835MM 20 MICRON','M','KG',0,0,0,0,'1','Waqas',0,0,'100001','INVENTORY A/C',0,'835MM',0,0
'BOP003','BOPP MAT 40MM 20 MICRON','M','KG',0,0,0,0,'1','Waqas',0,0,'100001','INVENTORY A/C',0,'40MM',0,0
'BOP004','BOPP MAT 90MM 20 MICRON','M','KG',0,0,0,0,'1','Waqas',0,0,'100001','INVENTORY A/C',0,'90MM',0,0
'BOP005','BOPP MAT 850MM 20 MICRON','M','KG',0,0,0,0,'1','Waqas',0,0,'100001','INVENTORY A/C',0,'KG',0,0
'BOP006','OPP MTZ 640MM 20MICRON','M','KG',0,0,0,0,'1','Waqas',0,0,'100001','INVENTORY A/C',0,'KGS',0,0
'BOP007','BOPP MAT 600MM 25 MICRON','M','KG',0,0,0,0,'1','Waqas',0,0,'100001','INVENTORY A/C',0,'KGS',0,0
'BOP008','BOPP MAT 765MM 30MICRON','M','KG',0,0,0,0,'1','Waqas',0,0,'100001','INVENTORY A/C',0,,0,0
'BOP009','BOPP H/S 760MM 30 MICRON','M','KG',0,0,0,0,'1','Waqas',0,0,'100001','INVENTORY A/C',0,'KGS',0,0
'BOP010','BOPP PEARL 760MM 38MICRON','M','KG',0,0,0,0,'1','Waqas',0,0,'100001','INVENTORY A/C',0,'KGS',0,0
'BOP011','BOPP H/S 820MM 30 MICRON','M','KG',0,0,0,0,'1','Waqas',0,0,'100001','INVENTORY A/C',0,'KGS',0,0
'BOP012','CPP MTZ 765MM 25 MICRON','M','KG',0,0,0,0,'1','USMAN',0,0,'100001','INVENTORY A/C',0,'KGS',0,0
'BOP013','BOPP MAT 680MM 20 MICRON (GOLD GLEAM)','M','KG',0,0,0,0,'1','Waqas',0,0,'100001','INVENTORY A/C',0,'KGS',0,0
'BOP014','BOPP H/S 570MM 30MICRON','M','KG',0,0,0,0,'1','Waqas',0,0,'100001','INVENTORY A/C',0,'KGS',0,0
'BOP015','PEARL 600MM 25 MICRON','M','KG',0,0,0,0,'1','Waqas',0,0,'100001','INVENTORY A/C',0,'KGS',0,0
'BOP016','PEARL SKIN VATAMIN  BOPP 590MM','M','KG',0,0,0,0,'1','Waqas',0,0,'100001','INVENTORY A/C',0,'KGS',0,0
'BOP017','PEARL 670MM 75 MICRON','M','KG',0,0,0,0,'1','Waqas',0,0,'100001','INVENTORY A/C',0,'KGS',0,0
'BOP018','BOPP PRINTED 660MM 75 MICRON','M','KG',0,0,0,0,'1','Waqas',0,0,'100001','INVENTORY A/C',0,'KGS',0,0
'BOP019','BOPP H/S 680MM 30 MICRON','M','KG',0,0,0,0,'1','Waqas',0,0,'100001','INVENTORY A/C',0,'KGS',0,0
'BOP020','PEARL FEEL 670MM 25MICRON','M','KG',0,0,0,0,'1','Waqas',0,0,'100001','INVENTORY A/C',0,'KGS',0,0
'BOP021','BOPP TRI PACK 760MM 25MICRON','M','KG',0,0,0,0,'1','Waqas',0,0,'100001','INVENTORY A/C',0,'KGS',0,0
'BOP022','BOPP I PACK 760MM 25MICRON','M','KG',0,0,0,0,'1','Waqas',0,0,'100001','INVENTORY A/C',0,'KGS',0,0
'BOP023','BOPP H/S 920MM 30MICRON','M','KG',0,0,0,0,'1','Waqas',0,0,'100001','INVENTORY A/C',0,'KGS',0,0
'BOP024','BOPP MAT 820MM 20MICRON','M','KG',0,0,0,0,'1','Waqas',0,0,'100001','INVENTORY A/C',0,'KGS',0,0
'BOP025','BOPP MAT 590MM 15MICRON','M','KG',0,0,0,0,'1','Waqas',0,0,'100001','INVENTORY A/C',0,'KGS',0,0
'BOP026','BOPP H/S 610MM 30MICRON','M','KG',0,0,0,0,'1','Waqas',0,0,'100001','INVENTORY A/C',0,'KGS',0,0
'BOP027','PEARL 660MM 38 MICRON','M','KG',0,0,0,0,'1','USMAN',0,0,'100001','INVENTORY A/C',0,'KGS',0,0
'BOP028','BOPP 660MM 25 MICRON','M','KG',0,0,0,0,'1','Waqas',0,0,'100001','INVENTORY A/C',0,'KGS',0,0
'BOP029','BOPP 680MM 30 MICRON','M','KG',0,0,0,0,'1','Waqas',0,0,'100001','INVENTORY A/C',0,'KGS',0,0
'BOP030','BOPP I PACK 960MM 30 MICRON','M','KG',0,0,0,0,'1','Waqas',0,0,'100001','INVENTORY A/C',0,'KGS',0,0
'BOP031','CPP MILKY 640MM 25 MICRON','M','KG',0,0,0,0,'1','Waqas',0,0,'100001','INVENTORY A/C',0,'KGS',0,0
'BOP032','CPP MILKY 610MM 25 MICRON','M','KG',0,0,0,0,'1','Waqas',0,0,'100001','INVENTORY A/C',0,'KGS',0,0
'BOP033','BOPP 800MM 25 MICRON','M','KG',0,0,0,0,'1','Waqas',0,0,'100001','INVENTORY A/C',0,'KGS',0,0
'BOP034','BOPP PEARL 795MM 30 MICRON','M','KG',0,0,0,0,'1','Waqas',0,0,'100001','INVENTORY A/C',0,'KGS',0,0
'BOP035','PEARL570MM 38 MICRON','M','KG',0,0,0,0,'1','Waqas',0,0,'100001','INVENTORY A/C',0,'KGS',0,0
'BOP036','BOPP H/S 610MM 20 MICRON','M','KG',0,0,0,0,'1','Waqas',0,0,'100001','INVENTORY A/C',0,'KGS',0,0
'BOP037','BOPP PEARL 610MM 30MICRON','M','KG',0,0,0,0,'1','Waqas',0,0,'100001','INVENTORY A/C',0,'KGS',0,0
'BOP038','CPP MTZ 855MM 25MICRON','M','KG',0,0,0,0,'1','USMAN',0,0,'100001','INVENTORY A/C',0,'KGS',0,0
'BOP039','CPP MILKY 855MM 20MICRON','M','KG',0,0,0,0,'1','Waqas',0,0,'100001','INVENTORY A/C',0,'KGS',0,0
'BOP040','BOPP MATT 876MM 12MICRON','M','KG',0,0,0,0,'1','Waqas',0,0,'100001','INVENTORY A/C',0,'KGS',0,0
'BOP041','BOPP MATT 635MM 12MICRON','M','KG',0,0,0,0,'1','Waqas',0,0,'100001','INVENTORY A/C',0,'KGS',0,0
'BOP042','BOPP 1000MM 20MICRON','M','KG',0,0,0,0,'1','Waqas',0,0,'100001','INVENTORY A/C',0,'KGS',0,0
'BOP043','BOPP 570MM 20MICRON','M','KG',0,0,0,0,'1','Waqas',0,0,'100001','INVENTORY A/C',0,'KGS',0,0
'BOP044','BOPP PLAIN 825MM 20MICRON','M','KG',0,0,0,0,'1','Waqas',0,0,'100001','INVENTORY A/C',0,'KGS',0,0
'BOP045','BOPP PEARL 734MM 38MICRON','M','KG',0,0,0,0,'1','USMAN',0,0,'100001','INVENTORY A/C',0,'KGS',0,0
'BOP046','BOPP SIZE 480MM 20MICRON','M','KG',0,0,0,0,'1','USMAN',0,0,'100001','INVENTORY A/C',0,'KGS',0,0
'BOP047','BOPP SIZE 540MM 20MICRON','M','KG',0,0,0,0,'1','Waqas',0,0,'100001','INVENTORY A/C',0,'KGS',0,0
'BOP048','BOPP SIZE 650MM 30MICRON','M','KG',0,0,0,0,'1','USMAN',0,0,'100001','INVENTORY A/C',0,'KGS',0,0
'BOP049','BOPP SIZE 910MM 20MICRON','M','KG',0,0,0,0,'1','USMAN',0,0,'100001','INVENTORY A/C',0,'PCS',0,0
'BOP050','BOPP SIZE 765MM 25MICRON','M','KG',0,0,0,0,'1','USMAN',0,0,'100001','INVENTORY A/C',0,'KGS',0,0
'BOP051','BBOPP SIZE 800MM 30MICRON','M','KG',0,0,0,0,'1','USMAN',0,0,'100001','INVENTORY A/C',0,'KGS',0,0
'BOP052','BOPP PEARL SIZE 610MM 38 MICRON','M','KG',0,0,0,0,'1','USMAN',0,0,'100001','INVENTORY A/C',0,'KGS',0,0
'BOP053','BOPP H/S 610MM 25 MICRON','M','KG',0,0,0,0,'1','USMAN',0,0,'100001','INVENTORY A/C',0,'KGS',0,0
'BOP054','CPP MTLYZ 660MM 25MICRON','M','KG',0,0,0,0,'1','USMAN',0,0,'100001','INVENTORY A/C',0,'KGS',0,0
'BOP055','BOPP PEARL 680MM 38 MICRON','F','KG',0,0,0,0,'1','HAMMAD',0,0,'100001','INVENTORY A/C',0,,0,0
'BOP056','BOPP PEARL 840MM 38 MICRON','F','KG',0,0,0,0,'1','HAMMAD',0,0,'100001','INVENTORY A/C',0,,0,0
'BOP057','BOPP PEARL 650MM 38MICRON','F','KG',0,0,0,0,'1','HAMMAD',0,0,'100001','INVENTORY A/C',0,,0,0
'BOP058','CPP MTLYZ 720MM 20MICRON','M','KG',0,0,0,0,'1','USMAN',0,0,'100001','INVENTORY A/C',0,'KGS',0,0
'BOP059','CPP MTLYZ 810MM 25MICRON','M','KG',0,0,0,0,'1','USMAN',0,0,'100001','INVENTORY A/C',0,'KGS',0,0
'BOP060','CPP MTLYZ 780MM 25MICRON','M','KG',0,0,0,0,'1','USMAN',0,0,'100001','INVENTORY A/C',0,'KGS',0,0
'BOP061','BOPP SIZE 650MM 25MICRON','M','KG',0,0,0,0,'1','USMAN',0,0,'100001','INVENTORY A/C',0,'KGS',0,0
'BOP062','BOPP SIZE 480MM 30MICRON','M','KG',0,0,0,0,'1','USMAN',0,0,'100001','INVENTORY A/C',0,'KGS',0,0
'BOP063','BOPP SIZE 765MM 40MICRON','M','KG',0,0,0,0,'1','USMAN',0,0,'100001','INVENTORY A/C',0,'KGS',0,0
'BOP064','BOPP 330MM 30MICRON','M','KG',0,0,0,0,'1','USMAN',0,0,'100001','INVENTORY A/C',0,'KGS',0,0
'BOP065','PET+CPP MTZ 260MM ','F','KG',0,0,0,0,'1','USMAN',0,0,'100001','INVENTORY A/C',0,'KGS',0,0
'BOP066','CPP NATURAL 610MM 25MICRON','M','KG',0,0,0,0,'1','USMAN',0,0,'100001','INVENTORY A/C',0,'KGS',0,0
'BOP067','CPP NATURAL 720MM 25MICRON','M','KG',0,0,0,0,'1','USMAN',0,0,'100001','INVENTORY A/C',0,'KGS',0,0
'BOP068','BOPP SIZE 230MM 25 MICRON','M','KG',0,0,0,0,'1','USMAN',0,0,'100001','INVENTORY A/C',0,'KGS',0,0
'BOP069','CPP NATURAL 650MM 25MICRON','M','KG',0,0,0,0,'1','USMAN',0,0,'100001','INVENTORY A/C',0,'KGS',0,0
'BOP070','BOPP SIZE 232MM 40MICRON','F','KG',0,0,0,0,'1','USMAN',0,0,'100001','INVENTORY A/C',0,'KGS',0,0
'BOP071','CPP MTZ 460MM 25MICRON','M','KG',0,0,0,0,'1','USMAN',0,0,'100001','INVENTORY A/C',0,'KGS',0,0
'BOP072','BOPP PEARL 820MM 38MICRON','M','KG',0,0,0,0,'1','USMAN',0,0,'100001','INVENTORY A/C',0,'KGS',0,0
'BOP073','CPP NATURAL 640MM 25MICRON','M','KG',0,0,0,0,'1','USMAN',0,0,'100001','INVENTORY A/C',0,'KGS',0,0
'BOP074','CPP NATURAL 920MM 25MICRON','M','KG',0,0,0,0,'1','USMAN',0,0,'100001','INVENTORY A/C',0,'KGS',0,0
'BOP075','CPP MTZ 722MM 25MICRON','M','KG',0,0,0,0,'1','USMAN',0,0,'100001','INVENTORY A/C',0,'KGS',0,0
'BOP076','BOPP 820MM 25MICRON','M','KG',0,0,0,0,'1','USMAN',0,0,'100001','INVENTORY A/C',0,'KGS',0,0
'BOP077','CPP MTZ 720MM 25MICRON','M','KG',0,0,0,0,'1','USMAN',0,0,'100001','INVENTORY A/C',0,'KGS',0,0
'BOP078','BOPP 310MM 25MICRON','M','KG',0,0,0,0,'1','USMAN',0,0,'100001','INVENTORY A/C',0,'KGS',0,0
'BOP079','BOPP PEARL SIZE 710MM 38 MICRON','F','KG',0,0,0,0,'1','USMAN',0,0,'100001','INVENTORY A/C',0,'KGS',0,0
'BOP080','BOPP 255MM 25MICRON','M','KG',0,0,0,0,'1','USMAN',0,0,'100001','INVENTORY A/C',0,'KGS',0,0
'BOP081','BOPP 730MM 25MICRON','M','KG',0,0,0,0,'1','USMAN',0,0,'100001','INVENTORY A/C',0,'KGS',0,0
