10001,2020-01-04 00:00,,,'1','HAMMAD',2020-01-14 21:43:24.788000,'03',100001,'INVENTORY A/C'
10002,2020-01-05 00:00,,,'1','HAMMAD',2020-01-14 21:54:40.803000,'03',100001,'INVENTORY A/C'
10003,2020-01-06 00:00,,,'1','HAMMAD',2020-01-14 21:59:53.240000,'03',100001,'INVENTORY A/C'
10004,2020-01-07 00:00,,,'1','HAMMAD',2020-01-14 22:02:06.106000,'03',100001,'INVENTORY A/C'
10005,2020-01-08 00:00,,,'1','HAMMAD',2020-01-14 22:03:58.691000,'03',100001,'INVENTORY A/C'
10006,2020-01-09 00:00,,,'1','HAMMAD',2020-01-14 22:05:59.342000,'03',100001,'INVENTORY A/C'
10007,2020-01-11 00:00,,,'1','HAMMAD',2020-01-14 22:08:02.629000,'03',100001,'INVENTORY A/C'
10008,2020-01-12 00:00,,,'1','HAMMAD',2020-01-14 22:10:33.902000,'03',100001,'INVENTORY A/C'
10009,2020-01-12 00:00,,,'1','HAMMAD',2020-01-14 23:40:57.134000,'03',100001,'INVENTORY A/C'
10010,2020-01-11 00:00,,,'1','HAMMAD',2020-01-15 00:07:37.343000,'03',100001,'INVENTORY A/C'
10011,2020-01-09 00:00,,,'1','HAMMAD',2020-01-15 00:09:09.954000,'03',100001,'INVENTORY A/C'
10012,2020-01-08 00:00,,,'1','HAMMAD',2020-01-15 00:11:03.223000,'03',100001,'INVENTORY A/C'
10013,2020-01-07 00:00,,,'1','HAMMAD',2020-01-15 00:14:45.376000,'03',100001,'INVENTORY A/C'
10014,2020-01-06 00:00,,,'1','HAMMAD',2020-01-15 00:16:39.320000,'03',100001,'INVENTORY A/C'
10015,2020-01-05 00:00,,,'1','HAMMAD',2020-01-15 00:18:48.379000,'03',100001,'INVENTORY A/C'
10016,2020-01-04 00:00,,,'1','HAMMAD',2020-01-16 09:26:45.301000,'03',100001,'INVENTORY A/C'
10019,2020-01-13 00:00,,,'1','HAMMAD',2020-01-16 09:32:17.020000,'03',100001,'INVENTORY A/C'
10020,2020-01-14 00:00,,,'1','HAMMAD',2020-01-16 09:34:31.212000,'03',100001,'INVENTORY A/C'
