10117,2020-02-27 00:00,'200010','V','OLYMPIA CHEMICALS LIMITED ','QAIDABAD','QAIDABAD',0,1063600,'1','1','HAMMAD',2020-02-27 17:25:59.148000,,'bilty # 504',117,'QAIDABAD','01','400001','PURCHASE A/C'
10118,2020-02-26 00:00,'200016','V','FAMILY FOODS INDUSTRIES ','G.T. ROAD GUJRANWALA','GUJRANWALA',0,84000,'1','1','Admin',2020-02-27 17:45:12.196000,,'bill # 327',118,'GUJRANWALA','01','400001','PURCHASE A/C'
10119,2020-02-26 00:00,'200007','V','FAZAL QADIR MARBLE INDUSTRY','OPP. KUND PARK G.T.ROAD KHAIRAABAD ','NOWSHERA, KPK',0,63000,'1','1','Admin',2020-02-27 18:02:43.348000,,'DC#482',119,'NOWSHERA, KPK','01','400001','PURCHASE A/C'
10120,2020-02-27 00:00,'200027','V','SHAHEEN PAPER MILLS GUJRANWALA','GUJRANWALA','GUJRANWALA',0,335016,'1','1','Admin',2020-02-29 08:49:09.910000,,,120,'GUJRANWALA','01','400001','PURCHASE A/C'
10121,2020-02-24 00:00,'200037','V','MISC VENDOR',,,0,27450,'1','1','Admin',2020-02-29 10:01:25.021000,,'SILICATE FROM SHAFI SONS SOAP',121,,'01','400001','PURCHASE A/C'
10122,2020-02-29 00:00,'200037','V','MISC VENDOR',,,0,5796,'1','1','Admin',2020-02-29 12:34:52.189000,,'1 drum silicate from Shafi Sons Soap',122,,'01','400001','PURCHASE A/C'
10123,2020-02-29 00:00,'200037','V','MISC VENDOR',,,0,29250,'1','1','Admin',2020-03-01 12:12:17.971000,,'5 drums of silicate from shafi sons',123,,'01','400001','PURCHASE A/C'
10124,2020-02-18 00:00,'200019','V','NAEEM PACKAGES','JALIL CENTER 231 CIRCULAR ROAD OUTSIDE BHATTI GATE ','LAHORE',0,228242,'1','1','Admin',2020-03-01 12:32:05.091000,,,124,'LAHORE','01','400001','PURCHASE A/C'
10125,2020-01-04 00:00,'200019','V','NAEEM PACKAGES','JALIL CENTER 231 CIRCULAR ROAD OUTSIDE BHATTI GATE ','LAHORE',0,329508,'1','1','Admin',2020-03-02 15:56:44.218000,,,125,'LAHORE','01','400001','PURCHASE A/C'
10126,2020-01-04 00:00,'200019','V','NAEEM PACKAGES','JALIL CENTER 231 CIRCULAR ROAD OUTSIDE BHATTI GATE ','LAHORE',0,102505,'1','1','Admin',2020-03-02 15:58:11.281000,,,126,'LAHORE','01','400001','PURCHASE A/C'
10127,2020-03-03 00:00,'200050','V','MITHO KHAAD ',,,0,26350,'0','1','Admin',2020-03-02 19:50:54.087000,,'via raza saleem 15 bags',127,,'01','400001','PURCHASE A/C'
10128,2020-03-03 00:00,'200028','V','CH ABDUL RASHID FAISLABAD','FAISALABAD','FAISALABAD',0,70200,'1','1','Admin',2020-03-03 15:30:41.545000,,,128,'FAISALABAD','01','400001','PURCHASE A/C'
10129,2020-03-03 00:00,'200037','V','MISC VENDOR',,,0,20844,'1','1','Admin',2020-03-04 08:51:08.383000,,'4 drums of silicate from Shafi Sons',129,,'01','400001','PURCHASE A/C'
10130,2020-03-04 00:00,'200015','V','SEHNA TRADERS','LALAMUSA','LALAMUSA',0,76500,'1','1','Admin',2020-03-04 08:59:33.550000,,,130,'LALAMUSA','01','400001','PURCHASE A/C'
10131,2020-03-04 00:00,'200051','V','HAJI LAL GUL',,'QUETTA',0,5638600,'1','1','Admin',2020-03-04 09:51:51.087000,,,131,'QUETTA','01','400001','PURCHASE A/C'
10132,2020-03-04 00:00,'200047','V','HANFI TRADERS QUETTA',,'QUETTA',0,2882000,'1','1','Admin',2020-03-04 10:46:11.038000,,,132,'QUETTA','01','400001','PURCHASE A/C'
10133,2020-02-29 00:00,'200046','V','A.Z PACKAGES',,,0,201150,'1','1','Admin',2020-03-04 12:18:07.159000,,,133,,'01','400001','PURCHASE A/C'
10134,2020-01-07 00:00,'200024','V','PEARL GAS (PRIVATE) LIMITED','16-A FIRST FLOOR, SADIQ PLAZA SHARA-E-QUAID E AZAM LAHORE','LAHORE',0,208461,'1','1','HAMMAD',2020-03-04 16:58:20.032000,,'C-140-H83294',134,'LAHORE','01','400001','PURCHASE A/C'
10135,2020-01-22 00:00,'200024','V','PEARL GAS (PRIVATE) LIMITED','16-A FIRST FLOOR, SADIQ PLAZA SHARA-E-QUAID E AZAM LAHORE','LAHORE',0,202725,'0','1','Admin',2020-03-04 16:59:21.441000,,'C-136-H83837',135,'LAHORE','01','400001','PURCHASE A/C'
10136,2020-03-04 00:00,'200015','V','SEHNA TRADERS','LALAMUSA','LALAMUSA',0,1063600,'1','1','Admin',2020-03-04 17:44:42.086000,,,136,'LALAMUSA','01','400001','PURCHASE A/C'
10137,2020-03-04 00:00,'200013','V','AMMAR GRINDING MILLS','PLOT # 75A, PHASE 3, HATTAR INDUSTRIAL ESTATE, HARIPUR','HARIPUR',0,99000,'1','1','Admin',2020-03-04 17:47:16.817000,,'DC#627',137,'HARIPUR','01','400001','PURCHASE A/C'
10138,2020-03-04 00:00,'200027','V','SHAHEEN PAPER MILLS GUJRANWALA','GUJRANWALA','GUJRANWALA',0,343156,'1','1','Admin',2020-03-04 19:13:13.337000,,,138,'GUJRANWALA','01','400001','PURCHASE A/C'
10139,2020-03-05 00:00,'200037','V','MISC VENDOR',,,0,236070,'1','1','Admin',2020-03-05 11:21:13.383000,,'SILICATE TANKER FROM SHAFI SONS',139,,'01','400001','PURCHASE A/C'
10140,2020-03-05 00:00,'200009','V','ITTEHAD CHEMICALS LIMITED','39-EMPRESS ROAD LAHORE ','LAHORE',0,1490940,'1','1','Admin',2020-03-05 20:03:45.097000,,'Challan#8000121631',140,'LAHORE','01','400001','PURCHASE A/C'
10141,2020-03-07 00:00,'200037','V','MISC VENDOR',,,0,16128,'1','1','Admin',2020-03-07 10:05:25.039000,,'3 DRUMS OF SILICATE FROM SHAFI SONS',141,,'01','400001','PURCHASE A/C'
10142,2020-02-08 00:00,'200046','V','A.Z PACKAGES',,,0,27000,'1','1','Admin',2020-03-07 13:07:17.033000,,,142,,'01','400001','PURCHASE A/C'
10143,2020-03-08 00:00,'200007','V','FAZAL QADIR MARBLE INDUSTRY','OPP. KUND PARK G.T.ROAD KHAIRAABAD ','NOWSHERA, KPK',0,18000,'1','1','Admin',2020-03-08 11:12:08.443000,,,143,'NOWSHERA, KPK','01','400001','PURCHASE A/C'
10144,2020-03-06 00:00,'200050','V','MITHO KHAAD ',,,0,170000,'1','1','Admin',2020-03-08 11:22:26.858000,,,144,,'01','400001','PURCHASE A/C'
10145,2020-03-09 00:00,'200037','V','MISC VENDOR',,,0,11052,'1','1','Admin',2020-03-09 14:53:28.058000,,'2 drums of silicate from Shafi Sons',145,,'01','400001','PURCHASE A/C'
10146,2020-03-09 00:00,'200013','V','AMMAR GRINDING MILLS','PLOT # 75A, PHASE 3, HATTAR INDUSTRIAL ESTATE, HARIPUR','HARIPUR',0,108810,'1','1','Admin',2020-03-10 09:23:53.978000,,,146,'HARIPUR','01','400001','PURCHASE A/C'
10147,2020-03-09 00:00,'200037','V','MISC VENDOR',,,0,21924,'1','1','Admin',2020-03-10 09:26:48.842000,,'4 drums of silicate from Shafi Sons',147,,'01','400001','PURCHASE A/C'
10148,2020-03-11 00:00,'200007','V','FAZAL QADIR MARBLE INDUSTRY','OPP. KUND PARK G.T.ROAD KHAIRAABAD ','NOWSHERA, KPK',0,18000,'1','1','Admin',2020-03-11 16:29:20.823000,,'611',148,'NOWSHERA, KPK','01','400001','PURCHASE A/C'
10149,2020-02-22 00:00,'200043','V','SYNTRONICS LIMITED','PLOT#78, PHASE IV, IDUSTRIAL ESTATE HATTAR','HARIPUR',0,312748,'1','1','Admin',2020-03-12 12:25:48.173000,,,149,'HARIPUR','01','400001','PURCHASE A/C'
10150,2020-03-11 00:00,'200053','V','REHMAT CORPORATION ','SARGHODA ROAD','FAISALABAD',0,413490,'1','1','Admin',2020-03-12 13:26:58.301000,,,150,'FAISALABAD','01','400001','PURCHASE A/C'
10151,2020-03-12 00:00,'200024','V','PEARL GAS (PRIVATE) LIMITED','16-A FIRST FLOOR, SADIQ PLAZA SHARA-E-QUAID E AZAM LAHORE','LAHORE',0,195755,'1','1','Admin',2020-03-12 16:36:59.238000,,'C-143-H85848',151,'LAHORE','01','400001','PURCHASE A/C'
10152,2020-03-12 00:00,'200010','V','OLYMPIA CHEMICALS LIMITED ','QAIDABAD','QAIDABAD',0,1063600,'1','1','HAMMAD',2020-03-14 13:21:05.958000,,,152,'QAIDABAD','01','400001','PURCHASE A/C'
10153,2020-03-12 00:00,'200013','V','AMMAR GRINDING MILLS','PLOT # 75A, PHASE 3, HATTAR INDUSTRIAL ESTATE, HARIPUR','HARIPUR',0,107505,'1','1','Admin',2020-03-14 13:37:48.271000,,,153,'HARIPUR','01','400001','PURCHASE A/C'
10154,2020-03-12 00:00,'200007','V','FAZAL QADIR MARBLE INDUSTRY','OPP. KUND PARK G.T.ROAD KHAIRAABAD ','NOWSHERA, KPK',0,21600,'1','1','Admin',2020-03-14 13:38:48.502000,,,154,'NOWSHERA, KPK','01','400001','PURCHASE A/C'
10155,2020-03-12 00:00,'200009','V','ITTEHAD CHEMICALS LIMITED','39-EMPRESS ROAD LAHORE ','LAHORE',0,6912360,'1','1','Admin',2020-03-14 14:08:03.623000,,,155,'LAHORE','01','400001','PURCHASE A/C'
10156,2020-03-12 00:00,'200025','V','INSAAF FOODS','KOLIYAN ROAD DINGA','DINGA',0,81250,'1','1','Admin',2020-03-14 16:25:45.312000,,,156,'DINGA','01','400001','PURCHASE A/C'
10157,2020-03-14 00:00,'200016','V','FAMILY FOODS INDUSTRIES ','G.T. ROAD GUJRANWALA','GUJRANWALA',0,84000,'1','1','Admin',2020-03-14 16:26:41.231000,,,157,'GUJRANWALA','01','400001','PURCHASE A/C'
10158,2020-03-14 00:00,'200002','V','HORIZON PAPER MILLS','MR. ASHFAQ','HATTAR',0,783510,'1','1','Admin',2020-03-14 16:32:58.688000,,,158,'HATTAR','01','400001','PURCHASE A/C'
10159,2020-03-14 00:00,'200027','V','SHAHEEN PAPER MILLS GUJRANWALA','GUJRANWALA','GUJRANWALA',0,419522,'1','1','Admin',2020-03-14 18:29:25.327000,,,159,'GUJRANWALA','01','400001','PURCHASE A/C'
10160,2020-03-11 00:00,'200037','V','MISC VENDOR',,,0,31626,'1','1','Admin',2020-03-15 09:00:50.222000,,'6 drums of silicate from shafi sons',160,,'01','400001','PURCHASE A/C'
10161,2020-03-11 00:00,'200019','V','NAEEM PACKAGES','JALIL CENTER 231 CIRCULAR ROAD OUTSIDE BHATTI GATE ','LAHORE',0,49068,'1','1','Admin',2020-03-15 09:06:30.823000,,,161,'LAHORE','01','400001','PURCHASE A/C'
10162,2020-03-15 00:00,'200025','V','INSAAF FOODS','KOLIYAN ROAD DINGA','DINGA',0,44000,'1','1','Admin',2020-03-15 19:20:56.930000,,,162,'DINGA','01','400001','PURCHASE A/C'
10163,2020-03-15 00:00,'200007','V','FAZAL QADIR MARBLE INDUSTRY','OPP. KUND PARK G.T.ROAD KHAIRAABAD ','NOWSHERA, KPK',0,63000,'1','1','Admin',2020-03-15 19:21:35.018000,,,163,'NOWSHERA, KPK','01','400001','PURCHASE A/C'
10164,2020-03-15 00:00,'200037','V','MISC VENDOR',,,0,32346,'1','1','Admin',2020-03-16 09:10:55.209000,,'6 drums of silicate from shafi sons',164,,'01','400001','PURCHASE A/C'
10165,2020-03-16 00:00,'200015','V','SEHNA TRADERS','LALAMUSA','LALAMUSA',0,531800,'1','1','Admin',2020-03-16 19:18:09.151000,,,165,'LALAMUSA','01','400001','PURCHASE A/C'
10166,2020-03-15 00:00,'200019','V','NAEEM PACKAGES','JALIL CENTER 231 CIRCULAR ROAD OUTSIDE BHATTI GATE ','LAHORE',0,337369,'1','1','Admin',2020-03-17 08:46:28.228000,,,166,'LAHORE','01','400001','PURCHASE A/C'
10167,2020-03-09 00:00,'200027','V','SHAHEEN PAPER MILLS GUJRANWALA','GUJRANWALA','GUJRANWALA',0,345444,'1','1','Admin',2020-03-17 08:48:18.161000,,,167,'GUJRANWALA','01','400001','PURCHASE A/C'
10168,2020-03-17 00:00,'200019','V','NAEEM PACKAGES','JALIL CENTER 231 CIRCULAR ROAD OUTSIDE BHATTI GATE ','LAHORE',0,231730,'1','1','Admin',2020-03-17 12:53:02.503000,,'LES-5435 RAZA SALEEM',168,'LAHORE','01','400001','PURCHASE A/C'
10169,2020-03-18 00:00,'200002','V','HORIZON PAPER MILLS','MR. ASHFAQ','HATTAR',0,779922,'1','1','Admin',2020-03-18 11:07:51.172000,,,169,'HATTAR','01','400001','PURCHASE A/C'
10170,2020-03-18 00:00,'200013','V','AMMAR GRINDING MILLS','PLOT # 75A, PHASE 3, HATTAR INDUSTRIAL ESTATE, HARIPUR','HARIPUR',0,100395,'1','1','Admin',2020-03-18 11:38:49.135000,,,170,'HARIPUR','01','400001','PURCHASE A/C'
10171,2020-03-17 00:00,'200024','V','PEARL GAS (PRIVATE) LIMITED','16-A FIRST FLOOR, SADIQ PLAZA SHARA-E-QUAID E AZAM LAHORE','LAHORE',0,105315,'1','1','Admin',2020-03-18 11:45:14.722000,,,171,'LAHORE','01','400001','PURCHASE A/C'
10172,2020-02-19 00:00,'200013','V','AMMAR GRINDING MILLS','PLOT # 75A, PHASE 3, HATTAR INDUSTRIAL ESTATE, HARIPUR','HARIPUR',0,108720,'1','1','Admin',2020-03-19 19:10:30.623000,,,172,'HARIPUR','01','400001','PURCHASE A/C'
10173,2020-03-19 00:00,'200019','V','NAEEM PACKAGES','JALIL CENTER 231 CIRCULAR ROAD OUTSIDE BHATTI GATE ','LAHORE',0,294196,'1','1','Admin',2020-03-21 10:10:20.466000,,,173,'LAHORE','01','400001','PURCHASE A/C'
10174,2020-02-22 00:00,'200002','V','HORIZON PAPER MILLS','MR. ASHFAQ','HATTAR',0,764088,'1','1','Admin',2020-03-21 10:38:34.676000,,,174,'HATTAR','01','400001','PURCHASE A/C'
10175,2020-03-21 00:00,'200027','V','SHAHEEN PAPER MILLS GUJRANWALA','GUJRANWALA','GUJRANWALA',0,171550,'1','1','Admin',2020-03-21 13:56:01.408000,,,175,'GUJRANWALA','01','400001','PURCHASE A/C'
10176,2020-03-21 00:00,'200015','V','SEHNA TRADERS','LALAMUSA','LALAMUSA',0,1063600,'1','1','Admin',2020-03-21 13:58:34.846000,,,176,'LALAMUSA','01','400001','PURCHASE A/C'
10177,2020-03-21 00:00,'200037','V','MISC VENDOR',,,0,31626,'1','1','Admin',2020-03-21 14:01:04.232000,,'6 drum of silicate from shafi sons',177,,'01','400001','PURCHASE A/C'
10178,2020-03-21 00:00,'200043','V','SYNTRONICS LIMITED','PLOT#78, PHASE IV, IDUSTRIAL ESTATE HATTAR','HARIPUR',0,201152,'1','1','Admin',2020-03-21 15:27:58.730000,,,178,'HARIPUR','01','400001','PURCHASE A/C'
10179,2020-03-22 00:00,'200013','V','AMMAR GRINDING MILLS','PLOT # 75A, PHASE 3, HATTAR INDUSTRIAL ESTATE, HARIPUR','HARIPUR',0,99675,'1','1','Admin',2020-03-22 12:41:55.144000,,'DC # 643',179,'HARIPUR','01','400001','PURCHASE A/C'
10180,2020-03-19 00:00,'200038','V','IMPORT OF FRAGNANCE',,,0,8921593,'1','1','HAMMAD',2020-03-22 12:43:18.792000,,'import via abdullah zaki sb',180,,'01','400001','PURCHASE A/C'
10181,2020-03-22 00:00,'200053','V','REHMAT CORPORATION ','SARGHODA ROAD','FAISALABAD',0,415065,'1','1','Admin',2020-03-22 15:47:29.043000,,,181,'FAISALABAD','01','400001','PURCHASE A/C'
10182,2020-03-24 00:00,'200037','V','MISC VENDOR',,,0,6450,'1','1','Admin',2020-03-24 12:20:47.129000,,'24*36 PLASTIC BAGS FROM SHAFI SONS',182,,'01','400001','PURCHASE A/C'
10183,2020-03-24 00:00,'200007','V','FAZAL QADIR MARBLE INDUSTRY','OPP. KUND PARK G.T.ROAD KHAIRAABAD ','NOWSHERA, KPK',0,63000,'1','1','Admin',2020-03-25 11:19:19.830000,,,183,'NOWSHERA, KPK','01','400001','PURCHASE A/C'
10184,2020-01-27 00:00,'200007','V','FAZAL QADIR MARBLE INDUSTRY','OPP. KUND PARK G.T.ROAD KHAIRAABAD ','NOWSHERA, KPK',0,18000,'1','1','HAMMAD',2020-03-25 14:50:48.076000,,,184,'NOWSHERA, KPK','01','400001','PURCHASE A/C'
10185,2020-04-05 00:00,'200013','V','AMMAR GRINDING MILLS','PLOT # 75A, PHASE 3, HATTAR INDUSTRIAL ESTATE, HARIPUR','HARIPUR',0,91395,'1','1','Admin',2020-04-05 11:50:40.827000,,,185,'HARIPUR','01','400001','PURCHASE A/C'
10186,2020-04-05 00:00,'200039','V','IMPORT OF LABSA',,,0,6946621,'1','1','HAMMAD',2020-04-05 19:38:31.902000,,'import from union chemical uae',186,,'01','400001','PURCHASE A/C'
10187,2020-04-07 00:00,'200010','V','OLYMPIA CHEMICALS LIMITED ','QAIDABAD','QAIDABAD',0,1063600,'1','1','HAMMAD',2020-04-08 10:24:46.047000,,,187,'QAIDABAD','01','400001','PURCHASE A/C'
10188,2020-04-08 00:00,'200037','V','MISC VENDOR',,,0,22554,'1','1','Admin',2020-04-08 13:17:07.044000,,'Pur of 4 Drums Silicate from Shafi Sons ',188,,'01','400001','PURCHASE A/C'
10189,2020-04-08 00:00,'200025','V','INSAAF FOODS','KOLIYAN ROAD DINGA','DINGA',0,74140,'1','1','Admin',2020-04-08 19:22:43.826000,,,189,'DINGA','01','400001','PURCHASE A/C'
10190,2020-04-11 00:00,'200019','V','NAEEM PACKAGES','JALIL CENTER 231 CIRCULAR ROAD OUTSIDE BHATTI GATE ','LAHORE',0,787332,'1','1','Admin',2020-04-11 14:04:48.026000,,,190,'LAHORE','01','400001','PURCHASE A/C'
10191,2020-04-09 00:00,'200032','V','TACTIC TRADERS KARACHI','JODIYA BAZAR','KARACHI',1250,1434950,'1','1','HAMMAD',2020-04-11 15:49:53.072000,,,191,'KARACHI','01','400001','PURCHASE A/C'
10192,2020-04-11 00:00,'200024','V','PEARL GAS (PRIVATE) LIMITED','16-A FIRST FLOOR, SADIQ PLAZA SHARA-E-QUAID E AZAM LAHORE','LAHORE',0,158690,'1','1','Admin',2020-04-11 18:02:33.147000,,'C-140-H86365',192,'LAHORE','01','400001','PURCHASE A/C'
10193,2020-04-11 00:00,'200023','V','NEW MADINA COLOR COMPANY','C-53 O/S AKBARI GATE CIRCULAR ROAD LAHORE','LAHORE',0,95000,'1','1','Admin',2020-04-13 12:24:08.448000,,,193,'LAHORE','01','400001','PURCHASE A/C'
10194,2020-04-13 00:00,'200037','V','MISC VENDOR',,,0,27000,'1','1','Admin',2020-04-13 12:29:37.078000,,'pur of 5 drums silicate from shafi sons',194,,'01','400001','PURCHASE A/C'
10195,2020-04-14 00:00,'200015','V','SEHNA TRADERS','LALAMUSA','LALAMUSA',15000,516800,'1','1','Admin',2020-04-14 11:29:00.030000,,,195,'LALAMUSA','01','400001','PURCHASE A/C'
10196,2020-04-14 00:00,'200034','V','NEWAGE CHEMICALS',,,0,150000,'1','1','Admin',2020-04-14 12:24:23.541000,,'200 bags of 25 kg each',196,,'01','400001','PURCHASE A/C'
10197,2020-04-14 00:00,'200013','V','AMMAR GRINDING MILLS','PLOT # 75A, PHASE 3, HATTAR INDUSTRIAL ESTATE, HARIPUR','HARIPUR',0,97920,'1','1','Admin',2020-04-14 14:41:36.837000,,,197,'HARIPUR','01','400001','PURCHASE A/C'
10198,2020-04-14 00:00,'200025','V','INSAAF FOODS','KOLIYAN ROAD DINGA','DINGA',0,80925,'1','1','Admin',2020-04-14 16:31:03.671000,,,198,'DINGA','01','400001','PURCHASE A/C'
10199,2020-04-14 00:00,'200037','V','MISC VENDOR',,,0,4200,'0','1','Admin',2020-04-14 18:05:27.167000,,,199,,'01','400001','PURCHASE A/C'
10200,2020-04-15 00:00,'200017','V','MUZAFAR ','KARACHI','KARACHI',0,850000,'1','1','Admin',2020-04-15 19:53:35.334000,,,200,'KARACHI','01','400001','PURCHASE A/C'
10201,2020-04-16 00:00,'200037','V','MISC VENDOR',,,0,531800,'1','1','Admin',2020-04-16 12:39:18.166000,,'purchased from Haji Zia Phalia',201,,'01','400001','PURCHASE A/C'
10202,2020-04-18 00:00,'200019','V','NAEEM PACKAGES','JALIL CENTER 231 CIRCULAR ROAD OUTSIDE BHATTI GATE ','LAHORE',0,357161,'1','1','Admin',2020-04-18 16:22:01.587000,,'bilty # 7347/22',202,'LAHORE','01','400001','PURCHASE A/C'
10203,2020-04-18 00:00,'200019','V','NAEEM PACKAGES','JALIL CENTER 231 CIRCULAR ROAD OUTSIDE BHATTI GATE ','LAHORE',0,260300,'1','1','Admin',2020-04-18 16:24:01.395000,,,203,'LAHORE','01','400001','PURCHASE A/C'
10204,2020-04-19 00:00,'200007','V','FAZAL QADIR MARBLE INDUSTRY','OPP. KUND PARK G.T.ROAD KHAIRAABAD ','NOWSHERA, KPK',0,18000,'1','1','Admin',2020-04-19 10:56:18.000000,,,204,'NOWSHERA, KPK','01','400001','PURCHASE A/C'
10205,2020-04-20 00:00,'200013','V','AMMAR GRINDING MILLS','PLOT # 75A, PHASE 3, HATTAR INDUSTRIAL ESTATE, HARIPUR','HARIPUR',0,99270,'1','1','Admin',2020-04-20 11:02:52.478000,,,205,'HARIPUR','01','400001','PURCHASE A/C'
10206,2020-04-20 00:00,'200037','V','MISC VENDOR',,,0,6500,'1','1','Admin',2020-04-20 12:09:15.686000,,,206,,'01','400001','PURCHASE A/C'
10207,2020-04-20 00:00,'200015','V','SEHNA TRADERS','LALAMUSA','LALAMUSA',30000,1033600,'1','1','Admin',2020-04-20 14:10:38.770000,,,207,'LALAMUSA','01','400001','PURCHASE A/C'
10208,2020-04-20 00:00,'200027','V','SHAHEEN PAPER MILLS GUJRANWALA','GUJRANWALA','GUJRANWALA',0,395411,'1','1','Admin',2020-04-20 15:17:37.945000,,,208,'GUJRANWALA','01','400001','PURCHASE A/C'
10209,2020-04-20 00:00,'200015','V','SEHNA TRADERS','LALAMUSA','LALAMUSA',30000,1033600,'1','1','Admin',2020-04-21 09:22:38.377000,,,209,'LALAMUSA','01','400001','PURCHASE A/C'
10210,2020-04-21 00:00,'200037','V','MISC VENDOR',,,0,32256,'1','1','Admin',2020-04-21 11:35:05.254000,'6 DRUMS OF SILICATE FROM SHAFI SONS','',210,,'01','400001','PURCHASE A/C'
10211,2020-04-21 00:00,'200007','V','FAZAL QADIR MARBLE INDUSTRY','OPP. KUND PARK G.T.ROAD KHAIRAABAD ','NOWSHERA, KPK',0,18000,'1','1','Admin',2020-04-21 11:43:02.443000,,,211,'NOWSHERA, KPK','01','400001','PURCHASE A/C'
10212,2020-04-21 00:00,'200027','V','SHAHEEN PAPER MILLS GUJRANWALA','GUJRANWALA','GUJRANWALA',0,476956,'1','1','Admin',2020-04-22 09:24:58.106000,,,212,'GUJRANWALA','01','400001','PURCHASE A/C'
10213,2020-04-21 00:00,'200015','V','SEHNA TRADERS','LALAMUSA','LALAMUSA',30000,1033600,'1','1','Admin',2020-04-22 09:29:32.890000,,,213,'LALAMUSA','01','400001','PURCHASE A/C'
10214,2020-04-22 00:00,'200002','V','HORIZON PAPER MILLS','MR. ASHFAQ','HATTAR',0,780312,'1','1','Admin',2020-04-22 14:37:37.060000,,,214,'HATTAR','01','400001','PURCHASE A/C'
10215,2020-04-22 00:00,'200013','V','AMMAR GRINDING MILLS','PLOT # 75A, PHASE 3, HATTAR INDUSTRIAL ESTATE, HARIPUR','HARIPUR',0,134820,'1','1','Admin',2020-04-22 14:49:43.872000,,,215,'HARIPUR','01','400001','PURCHASE A/C'
10216,2020-04-18 00:00,'200039','V','IMPORT OF LABSA',,,0,3500019,'1','1','Admin',2020-04-23 10:03:10.269000,,'',216,,'01','400001','PURCHASE A/C'
10217,2020-04-23 00:00,'200024','V','PEARL GAS (PRIVATE) LIMITED','16-A FIRST FLOOR, SADIQ PLAZA SHARA-E-QUAID E AZAM LAHORE','LAHORE',0,142330,'1','1','HAMMAD',2020-04-23 14:38:36.810000,'TCC-639','net wt 1740 kg 3158Lltrs',217,'LAHORE','01','400001','PURCHASE A/C'
10218,2020-04-23 00:00,'200007','V','FAZAL QADIR MARBLE INDUSTRY','OPP. KUND PARK G.T.ROAD KHAIRAABAD ','NOWSHERA, KPK',0,21600,'1','1','Admin',2020-04-25 11:12:34.237000,,,218,'NOWSHERA, KPK','01','400001','PURCHASE A/C'
10219,2020-04-25 00:00,'200007','V','FAZAL QADIR MARBLE INDUSTRY','OPP. KUND PARK G.T.ROAD KHAIRAABAD ','NOWSHERA, KPK',0,19800,'1','1','Admin',2020-04-25 15:09:02.237000,,,219,'NOWSHERA, KPK','01','400001','PURCHASE A/C'
10220,2020-04-25 00:00,'200027','V','SHAHEEN PAPER MILLS GUJRANWALA','GUJRANWALA','GUJRANWALA',0,459190,'1','1','Admin',2020-04-25 15:09:54.981000,,,220,'GUJRANWALA','01','400001','PURCHASE A/C'
10221,2020-04-25 00:00,'200009','V','ITTEHAD CHEMICALS LIMITED','39-EMPRESS ROAD LAHORE ','LAHORE',0,7021080,'1','1','Admin',2020-04-25 15:15:18.946000,,,221,'LAHORE','01','400001','PURCHASE A/C'
10222,2020-04-26 00:00,'200037','V','MISC VENDOR',,,0,26640,'1','1','HAMMAD',2020-04-27 08:57:27.587000,,'pur of silicate from shafi sons',222,,'01','400001','PURCHASE A/C'
10223,2020-04-27 00:00,'200013','V','AMMAR GRINDING MILLS','PLOT # 75A, PHASE 3, HATTAR INDUSTRIAL ESTATE, HARIPUR','HARIPUR',0,132165,'1','1','Admin',2020-04-27 13:11:24.044000,,,223,'HARIPUR','01','400001','PURCHASE A/C'
10224,2020-04-27 00:00,'200019','V','NAEEM PACKAGES','JALIL CENTER 231 CIRCULAR ROAD OUTSIDE BHATTI GATE ','LAHORE',0,1317216,'1','1','Admin',2020-04-28 09:53:13.330000,,,224,'LAHORE','01','400001','PURCHASE A/C'
10225,2020-04-28 00:00,'200007','V','FAZAL QADIR MARBLE INDUSTRY','OPP. KUND PARK G.T.ROAD KHAIRAABAD ','NOWSHERA, KPK',0,36000,'1','1','Admin',2020-04-28 14:51:19.434000,,,225,'NOWSHERA, KPK','01','400001','PURCHASE A/C'
10226,2020-04-29 00:00,'200024','V','PEARL GAS (PRIVATE) LIMITED','16-A FIRST FLOOR, SADIQ PLAZA SHARA-E-QUAID E AZAM LAHORE','LAHORE',2,121880,'1','1','Admin',2020-04-29 13:12:41.420000,,,226,'LAHORE','01','400001','PURCHASE A/C'
10227,2020-04-30 00:00,'200002','V','HORIZON PAPER MILLS','MR. ASHFAQ','HATTAR',0,632268,'1','1','Admin',2020-04-30 10:40:06.107000,,,227,'HATTAR','01','400001','PURCHASE A/C'
10228,2020-04-30 00:00,'200025','V','INSAAF FOODS','KOLIYAN ROAD DINGA','DINGA',0,65600,'1','1','Admin',2020-04-30 15:31:47.981000,,,228,'DINGA','01','400001','PURCHASE A/C'
10229,2020-04-30 00:00,'200023','V','NEW MADINA COLOR COMPANY','C-53 O/S AKBARI GATE CIRCULAR ROAD LAHORE','LAHORE',0,180000,'1','1','Admin',2020-05-02 10:30:26.905000,,,229,'LAHORE','01','400001','PURCHASE A/C'
10230,2020-04-30 00:00,'200057','V','IMRAN PACKAGES ',,'LAHORE',0,114750,'1','1','Admin',2020-05-02 10:33:26.305000,,,230,'LAHORE','01','400001','PURCHASE A/C'
10231,2020-05-02 00:00,'200015','V','SEHNA TRADERS','LALAMUSA','LALAMUSA',15000,516800,'1','1','Admin',2020-05-02 10:38:44.249000,,,231,'LALAMUSA','01','400001','PURCHASE A/C'
