'salestaxrate',,'saller',-10,400,'N','N',0,34,'Arial',-10,400,'N','N',0,34,'Arial',-10,400,'N','N',0,34,'Arial',''
'voucher',,'saller',-10,400,'N','N',0,34,'Arial',-10,400,'N','N',0,34,'Arial',-10,400,'N','N',0,34,'Arial',''
