'BPV','BANK PAYMENT VOU','1'
'BRV','BANK RECIEPT VOU','1'
'CPV','CASH PAYMENT VOU','1'
'CRV','CASH RECEIPT VOU','1'
'JVR','JOURNAL VOUCHER','1'
'PR','PURCHASE RETURN','1'
'PU','PURCHASE INVOICE','1'
'SL','SALE INVOICE','1'
'SR','SALE RETURN','1'
